time,brs0,brs0,brs0,brs0,brs0,brs1,brs1,brs1,brs1,brs1,brs2,brs2,brs2,brs2,brs2,brs3,brs3,brs3,brs3,brs3,brs4,brs4,brs4,brs4,brs4,brs5,brs5,brs5,brs5,brs5,brs6,brs6,brs6,brs6,brs6,brs7,brs7,brs7,brs7,brs7,brs8,brs8,brs8,brs8,brs8,brs9,brs9,brs9,brs9,brs9
time,atbase,dsoc,consumption,atac,atdc,atbase,dsoc,consumption,atac,atdc,atbase,dsoc,consumption,atac,atdc,atbase,dsoc,consumption,atac,atdc,atbase,dsoc,consumption,atac,atdc,atbase,dsoc,consumption,atac,atdc,atbase,dsoc,consumption,atac,atdc,atbase,dsoc,consumption,atac,atdc,atbase,dsoc,consumption,atac,atdc,atbase,dsoc,consumption,atac,atdc
2018-01-01 00:00:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 00:15:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 00:30:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 00:45:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 01:00:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 01:15:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 01:30:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 01:45:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 02:00:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 02:15:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 02:30:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 02:45:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 03:00:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 03:15:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 03:30:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 03:45:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 04:00:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 04:15:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 04:30:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 04:45:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 05:00:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 05:15:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 05:30:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 05:45:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 06:00:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 06:15:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 06:30:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 06:45:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 07:00:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 07:15:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 07:30:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 07:45:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 08:00:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 08:15:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 08:30:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 08:45:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 09:00:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False
2018-01-01 09:15:00+01:00,True,0,0.0,False,False,True,0,0.0,False,False,True,0,0.0,False,False,False,1,319.8240858231422,False,False,False,1,319.8240858231422,False,False,False,1,319.8240858231422,False,False,False,1,319.8240858231422,False,False,False,1,211.76470588235293,False,False,False,1,211.76470588235293,False,False,False,1,211.76470588235293,False,False
