,time_req,step_req,time_dep,step_dep,time_active,time_idle,time_rental,steps_rental,time_return,step_return,time_recharge,time_blocked,steps_blocked,time_reavail,step_reavail,energy_avail,energy_req,soc_return,primary_commodity,secondary_commodity,process_obj,status,distance,distance_missing,energy_missing,num_rex,rex_request,energy_total,dsoc_primary,dsoc_secondary,energy_req_pc
0,2018-01-01 15:15:00+01:00,61,2018-01-01 15:15:00+01:00,61,0 days 01:32:57.201358030,0 days 01:13:30.770244591,0 days 02:46:27.971602621,12,2018-01-01 18:15:00+01:00,73,0 days 01:06:42.776094279,0 days 01:06:42.776094279,5,2018-01-01 19:30:00+01:00,78,25500.0,11619.169495896012,,['bev2'],,<commodity_des.RentalProcess object at 0x29825d810>,sucess,38.73056498632004,0.0,0.0,0,False,30000.0,0.38730564986320043,0.38730564986320043,11619.169495896012
1,2018-01-01 07:45:00+01:00,31,2018-01-01 07:45:00+01:00,31,0 days 03:14:31.142362347,0 days 01:54:52.046494822,0 days 05:09:23.188857169,21,2018-01-01 13:00:00+01:00,52,0 days 02:19:36.417963406,0 days 02:19:36.417963406,10,2018-01-01 15:30:00+01:00,62,25500.0,24314.879921555945,,['bev3'],,<commodity_des.RentalProcess object at 0x285a21ed0>,sucess,81.04959973851982,0.0,0.0,0,False,30000.0,0.8104959973851982,0.8104959973851982,24314.879921555945
2,2018-01-01 07:45:00+01:00,31,2018-01-01 07:45:00+01:00,31,0 days 02:03:20.461418089,0 days 01:22:08.786892403,0 days 03:25:29.248310492,14,2018-01-01 11:15:00+01:00,45,0 days 01:28:31.335945996,0 days 01:28:31.335945996,6,2018-01-01 12:45:00+01:00,51,25500.0,15417.62795435306,,['bev2'],,<commodity_des.RentalProcess object at 0x29825d890>,sucess,51.39209318117687,0.0,0.0,0,False,30000.0,0.5139209318117687,0.5139209318117687,15417.62795435306
3,2018-01-01 07:45:00+01:00,31,2018-01-01 07:45:00+01:00,31,0 days 03:22:00.707809652,0 days 01:40:02.929481684,0 days 05:02:03.637291336,21,2018-01-01 13:00:00+01:00,52,0 days 02:24:59.072590659,0 days 02:24:59.072590659,10,2018-01-01 15:30:00+01:00,62,25500.0,25251.47460344427,,['bev1'],,<commodity_des.RentalProcess object at 0x29825db10>,sucess,84.1715820114809,0.0,0.0,0,False,30000.0,0.8417158201148089,0.8417158201148089,25251.47460344427
4,2018-01-01 06:30:00+01:00,26,2018-01-01 06:30:00+01:00,26,0 days 01:53:45.729701602,0 days 01:25:19.273276898,0 days 03:19:05.002978500,14,2018-01-01 10:00:00+01:00,40,0 days 01:21:38.849068137,0 days 01:21:38.849068137,6,2018-01-01 11:30:00+01:00,46,25500.0,14220.270211673069,,['bev4'],,<commodity_des.RentalProcess object at 0x29825dd90>,sucess,47.400900705576895,0.0,0.0,0,False,30000.0,0.4740090070557689,0.4740090070557689,14220.270211673067
5,2018-01-01 08:00:00+01:00,32,2018-01-01 08:00:00+01:00,32,0 days 00:48:27.501813777,0 days 01:37:52.052586938,0 days 02:26:19.554400715,10,2018-01-01 10:30:00+01:00,42,0 days 00:34:46.723789790,0 days 00:34:46.723789790,3,2018-01-01 11:15:00+01:00,45,25500.0,6057.295445367423,,['bev0'],,<commodity_des.RentalProcess object at 0x29825e010>,sucess,20.190984817891408,0.0,0.0,0,False,30000.0,0.20190984817891408,0.20190984817891408,6057.295445367423
6,2018-01-01 08:30:00+01:00,34,,,0 days 03:06:41.270697414,0 days 02:51:23.160107311,0 days 05:58:04.430804725,24,,,0 days 02:13:59.189495750,0 days 02:13:59.189495750,9,,,25500.0,23335.98061961163,,,,<commodity_des.RentalProcess object at 0x29825e290>,failure - primary,77.7866020653721,0.0,0.0,0,False,30000.0,0.777866020653721,0.777866020653721,23335.98061961163
7,2018-01-02 17:30:00+01:00,166,2018-01-02 17:30:00+01:00,166,0 days 02:56:52.599572815,0 days 02:22:29.204303898,0 days 05:19:21.803876713,22,2018-01-02 23:00:00+01:00,188,0 days 02:06:56.698257999,0 days 02:06:56.698257999,9,2018-01-03 01:15:00+01:00,197,25500.0,22109.582443361578,,['bev1'],,<commodity_des.RentalProcess object at 0x29825e510>,sucess,73.6986081445386,0.0,0.0,0,False,30000.0,0.7369860814453859,0.7369860814453859,22109.582443361578
8,2018-01-02 08:00:00+01:00,128,2018-01-02 08:00:00+01:00,128,0 days 01:48:18.805391488,0 days 01:12:28.281785842,0 days 03:00:47.087177330,13,2018-01-02 11:15:00+01:00,141,0 days 01:17:44.214395805,0 days 01:17:44.214395805,6,2018-01-02 12:45:00+01:00,147,25500.0,13539.177898934096,,['bev1'],,<commodity_des.RentalProcess object at 0x29825e810>,sucess,45.130592996446985,0.0,0.0,0,False,30000.0,0.45130592996446983,0.45130592996446983,13539.177898934095
9,2018-01-02 18:00:00+01:00,168,2018-01-02 18:00:00+01:00,168,0 days 00:30:39.840379038,0 days 01:11:25.701755388,0 days 01:42:05.542134426,7,2018-01-02 19:45:00+01:00,175,0 days 00:22:00.459602180,0 days 00:22:00.459602180,2,2018-01-02 20:15:00+01:00,177,25500.0,3833.000789661259,,['bev3'],,<commodity_des.RentalProcess object at 0x29825eb10>,sucess,12.776669298870864,0.0,0.0,0,False,30000.0,0.12776669298870863,0.12776669298870863,3833.0007896612588
10,2018-01-02 18:30:00+01:00,170,2018-01-02 18:30:00+01:00,170,0 days 01:46:30.784453251,0 days 01:02:51.004102480,0 days 02:49:21.788555731,12,2018-01-02 21:30:00+01:00,182,0 days 01:16:26.687406640,0 days 01:16:26.687406640,6,2018-01-02 23:00:00+01:00,188,25500.0,13314.134277611143,,['bev4'],,<commodity_des.RentalProcess object at 0x29825ee10>,sucess,44.38044759203714,0.0,0.0,0,False,30000.0,0.4438044759203714,0.4438044759203714,13314.134277611143
11,2018-01-02 15:00:00+01:00,156,,,0 days 04:06:03.831903633,0 days 01:37:34.623916788,0 days 05:43:38.455820421,23,,,0 days 02:15:50.808927290,0 days 02:15:50.808927290,10,,,33150.0,30757.983132572248,,,,<commodity_des.RentalProcess object at 0x29825f110>,failure - secondary,102.5266104419075,17.526610441907494,5257.983132572248,3,True,39000.0,0.7886662341685191,0.7886662341685191,23659.987025055572
