"Source: https://www.bdew.de/energie/standardlastprofile-strom/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profile,H0,H0,H0,H0,H0,H0,H0,H0,H0,G0,G0,G0,G0,G0,G0,G0,G0,G0,G1,G1,G1,G1,G1,G1,G1,G1,G1,G2,G2,G2,G2,G2,G2,G2,G2,G2,G3,G3,G3,G3,G3,G3,G3,G3,G3,G4,G4,G4,G4,G4,G4,G4,G4,G4,G5,G5,G5,G5,G5,G5,G5,G5,G5,G6,G6,G6,G6,G6,G6,G6,G6,G6,L0,L0,L0,L0,L0,L0,L0,L0,L0,L1,L1,L1,L1,L1,L1,L1,L1,L1,L2,L2,L2,L2,L2,L2,L2,L2,L2,H25,H25,H25,H25,H25,H25,H25,H25,H25,H25,H25,H25,H25,H25,H25,H25,H25,H25,H25,H25,H25,H25,H25,H25,H25,H25,H25,H25,H25,H25,H25,H25,H25,H25,H25,H25,G25,G25,G25,G25,G25,G25,G25,G25,G25,G25,G25,G25,G25,G25,G25,G25,G25,G25,G25,G25,G25,G25,G25,G25,G25,G25,G25,G25,G25,G25,G25,G25,G25,G25,G25,G25,L25,L25,L25,L25,L25,L25,L25,L25,L25,L25,L25,L25,L25,L25,L25,L25,L25,L25,L25,L25,L25,L25,L25,L25,L25,L25,L25,L25,L25,L25,L25,L25,L25,L25,L25,L25,P25,P25,P25,P25,P25,P25,P25,P25,P25,P25,P25,P25,P25,P25,P25,P25,P25,P25,P25,P25,P25,P25,P25,P25,P25,P25,P25,P25,P25,P25,P25,P25,P25,P25,P25,P25,S25,S25,S25,S25,S25,S25,S25,S25,S25,S25,S25,S25,S25,S25,S25,S25,S25,S25,S25,S25,S25,S25,S25,S25,S25,S25,S25,S25,S25,S25,S25,S25,S25,S25,S25,S25
Period,Winter,Winter,Winter,Summer,Summer,Summer,Transition,Transition,Transition,Winter,Winter,Winter,Summer,Summer,Summer,Transition,Transition,Transition,Winter,Winter,Winter,Summer,Summer,Summer,Transition,Transition,Transition,Winter,Winter,Winter,Summer,Summer,Summer,Transition,Transition,Transition,Winter,Winter,Winter,Summer,Summer,Summer,Transition,Transition,Transition,Winter,Winter,Winter,Summer,Summer,Summer,Transition,Transition,Transition,Winter,Winter,Winter,Summer,Summer,Summer,Transition,Transition,Transition,Winter,Winter,Winter,Summer,Summer,Summer,Transition,Transition,Transition,Winter,Winter,Winter,Summer,Summer,Summer,Transition,Transition,Transition,Winter,Winter,Winter,Summer,Summer,Summer,Transition,Transition,Transition,Winter,Winter,Winter,Summer,Summer,Summer,Transition,Transition,Transition,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun,Jul,Jul,Jul,Aug,Aug,Aug,Sep,Sep,Sep,Oct,Oct,Oct,Nov,Nov,Nov,Dec,Dec,Dec,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun,Jul,Jul,Jul,Aug,Aug,Aug,Sep,Sep,Sep,Oct,Oct,Oct,Nov,Nov,Nov,Dec,Dec,Dec,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun,Jul,Jul,Jul,Aug,Aug,Aug,Sep,Sep,Sep,Oct,Oct,Oct,Nov,Nov,Nov,Dec,Dec,Dec,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun,Jul,Jul,Jul,Aug,Aug,Aug,Sep,Sep,Sep,Oct,Oct,Oct,Nov,Nov,Nov,Dec,Dec,Dec,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun,Jul,Jul,Jul,Aug,Aug,Aug,Sep,Sep,Sep,Oct,Oct,Oct,Nov,Nov,Nov,Dec,Dec,Dec
Day,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday,Saturday,Sunday,Workday
00:00,70.8,87.5,67.6,89.8,100.1,86.3,80.2,93.4,77.8,70.0,63.2,65.5,74.6,68.8,71.5,75.8,68.3,73.0,25.8,25.7,26.4,23.6,22.4,23.6,20.7,22.4,20.2,80.6,73.7,77.4,63.1,50.6,60.8,73.1,64.2,70.5,95.3,87.8,94.7,99.0,94.6,98.5,92.5,87.6,91.2,62.2,57.7,62.1,75.3,68.7,74.5,67.2,63.1,67.2,66.6,38.9,50.1,91.8,48.8,67.4,75.6,42.5,56.0,67.5,100.3,62.1,60.0,85.6,56.8,64.7,98.7,61.0,73.9,68.3,72.4,67.2,62.6,66.1,71.4,64.8,70.3,67.9,63.5,66.7,58.2,53.8,57.7,64.9,60.4,64.4,77.1,70.0,75.2,70.9,65.9,69.7,74.5,66.8,73.1,88.608,92.592,80.504,88.988,92.12,81.116,87.428,90.836,78.408,95.656,99.808,84.94,98.476,101.58,88.852,107.932,110.504,98.264,113.02,114.948,103.904,107.048,110.224,99.396,94.2,100.056,85.184,91.48,94.232,82.036,86.828,90.14,78.332,86.6,91.248,79.836,60.18,58.632,59.328,59.048,59.18,59.868,58.984,57.404,58.58,55.016,54.464,55.792,52.904,52.488,52.64,54.832,53.476,55.272,55.316,53.94,53.384,54.984,53.684,52.616,53.296,51.596,52.176,54.248,52.696,52.516,58.772,56.472,56.944,62.492,59.62,61.888,73.9,68.3,72.4,73.9,68.3,72.4,73.068,67.132,71.7,71.4,64.8,70.3,69.3,63.7,68.2,67.2,62.6,66.1,67.2,62.6,66.1,67.2,62.6,66.1,69.3,63.7,68.2,71.4,64.8,70.3,73.9,68.3,72.4,73.9,68.3,72.4,144.196,142.296,131.2,146.896,131.216,126.424,130.544,128.196,117.716,126.212,135.724,119.144,97.564,102.352,88.02,106.496,104.192,100.56,108.256,114.56,99.416,106.952,106.976,101.112,101.9,103.176,96.372,115.696,114.42,105.832,133.776,137.324,122.608,149.916,148.684,149.428,192.9,207.216,182.612,187.48,165.172,153.14,110.632,107.996,94.848,62.368,75.144,52.728,22.292,19.708,24.296,30.192,19.764,17.34,27.832,26.56,22.048,34.04,33.76,30.804,35.424,32.944,28.176,120.8,87.316,79.796,179.568,179.716,169.86,230.388,234.288,233.56
00:15,68.2,81.1,60.8,84.9,92.5,76.9,75.1,86.8,69.6,73.0,61.0,62.6,76.2,67.4,69.0,76.7,66.5,70.1,25.2,25.0,26.4,22.5,21.8,22.5,20.8,21.9,19.7,74.6,68.7,67.4,58.0,47.4,53.0,67.6,60.7,61.9,95.5,88.3,94.1,100.0,95.3,99.0,93.0,87.3,90.2,61.2,56.4,60.8,75.5,68.3,73.6,65.9,62.2,66.1,87.3,38.4,47.4,118.3,47.8,61.2,97.6,42.0,51.3,67.8,91.1,55.6,59.4,79.0,52.0,63.4,91.2,54.9,73.0,66.0,69.4,65.6,60.6,63.1,69.4,62.7,67.1,67.6,62.2,64.8,57.3,53.3,56.2,63.8,59.6,62.6,76.3,67.4,71.9,69.3,63.7,66.6,72.3,64.3,69.3,83.236,87.94,75.66,83.652,86.752,76.388,81.912,85.704,73.672,89.704,93.676,79.72,92.32,96.304,83.576,102.336,105.064,93.088,107.472,109.516,98.508,101.648,105.256,94.42,89.128,94.732,80.788,86.136,88.78,77.044,81.332,84.924,73.44,80.9,85.784,74.84,59.632,58.408,58.884,58.344,59.176,59.24,58.244,56.94,58.096,54.416,54.232,55.172,52.712,51.872,52.06,54.0,52.3,54.408,54.424,52.796,52.676,54.756,52.624,52.156,52.532,51.192,51.452,53.56,52.384,51.876,58.248,55.976,56.54,61.996,58.74,61.348,73.0,66.0,69.4,73.0,66.0,69.4,71.8,64.9,68.632,69.4,62.7,67.1,67.5,61.652,65.1,65.6,60.6,63.1,65.6,60.6,63.1,65.6,60.6,63.1,67.5,61.652,65.1,69.4,62.7,67.1,73.0,66.0,69.4,73.0,66.0,69.4,145.668,135.532,132.508,140.064,133.048,122.144,129.912,130.128,120.62,116.708,127.172,118.548,99.908,95.556,86.324,102.468,104.592,95.732,107.36,112.28,97.204,103.116,102.496,101.476,98.656,98.456,94.3,114.496,110.656,103.376,133.668,136.132,123.08,150.124,151.108,146.656,199.512,201.864,184.196,173.672,162.12,150.812,97.796,103.78,94.916,62.624,70.944,53.152,20.212,18.288,22.412,28.936,18.884,15.028,25.24,26.564,21.456,32.456,31.052,29.64,34.28,29.512,27.28,114.912,85.632,77.88,179.74,176.604,168.524,225.636,232.508,232.988
00:30,65.9,75.0,54.9,80.7,85.9,68.8,70.7,81.2,62.4,75.9,58.9,59.6,77.7,65.7,66.3,77.7,64.6,67.1,24.7,24.6,26.4,21.5,21.3,21.5,20.9,21.4,19.2,69.2,63.6,58.4,53.5,44.3,46.0,62.8,56.9,54.4,96.2,89.0,94.1,100.9,96.0,99.4,93.7,87.4,89.4,60.1,55.0,59.5,75.7,68.0,72.8,64.8,61.3,64.9,111.7,38.1,44.9,145.6,46.6,54.6,121.4,41.6,46.6,68.5,83.4,50.1,59.4,73.6,48.0,63.0,84.5,49.9,72.6,64.3,66.9,64.3,58.9,60.5,68.0,61.3,64.3,67.8,61.4,63.2,56.7,53.0,54.9,62.9,59.1,61.0,76.1,65.6,69.1,68.0,61.8,63.9,70.7,62.4,66.0,79.028,84.588,71.836,80.056,83.284,72.88,79.292,82.04,71.396,85.972,89.484,76.832,88.292,91.844,80.396,97.776,100.16,89.14,103.28,105.2,94.708,98.244,100.908,90.928,85.832,90.94,77.936,83.044,84.676,74.32,77.184,81.096,69.548,76.524,81.572,70.856,59.14,57.72,58.472,57.856,58.748,58.836,58.248,56.432,57.724,54.324,53.288,54.736,52.756,51.128,51.568,53.16,52.312,53.94,53.5,51.936,52.024,53.728,52.22,51.796,51.644,50.276,50.872,53.008,51.52,51.32,57.968,55.132,56.008,61.764,58.696,61.024,72.6,64.3,66.9,72.6,64.3,66.9,71.068,63.3,66.032,68.0,61.3,64.3,66.152,60.1,62.4,64.3,58.9,60.5,64.3,58.9,60.5,64.3,58.9,60.5,66.152,60.1,62.4,68.0,61.3,64.3,72.6,64.3,66.9,72.6,64.3,66.9,135.068,132.768,128.48,139.2,137.74,122.016,118.512,121.256,118.832,116.784,117.032,113.056,97.368,95.464,87.248,95.992,108.544,92.136,102.436,100.132,95.444,105.392,100.556,96.496,95.636,98.684,91.772,105.928,105.84,99.964,125.416,129.024,118.412,148.572,144.656,141.96,190.716,199.468,176.852,174.416,158.06,149.636,101.332,111.136,96.832,64.988,69.524,53.332,18.712,18.952,21.036,27.66,19.996,14.8,26.408,25.524,19.768,36.096,30.964,29.852,33.972,28.684,27.744,113.16,82.36,77.544,185.228,171.552,165.972,229.376,231.648,225.456
00:45,63.3,69.1,49.9,76.6,79.9,62.4,66.6,75.7,56.6,77.6,57.0,57.0,78.5,63.5,63.5,78.5,62.6,64.5,24.6,24.6,26.5,20.8,20.8,20.8,20.8,20.8,18.9,63.6,58.7,50.9,48.9,41.1,40.1,57.7,52.8,47.9,97.4,90.1,95.0,101.0,96.2,99.2,94.3,87.7,88.9,59.4,54.0,58.5,75.6,67.5,72.0,63.9,60.3,63.9,137.0,38.3,43.3,168.3,45.3,49.4,143.1,41.3,43.3,68.1,77.4,46.2,58.9,69.3,45.0,62.4,78.5,46.2,72.3,63.0,64.8,63.0,57.4,58.4,66.7,60.2,62.1,67.8,60.8,61.9,56.1,52.6,53.7,61.9,58.4,59.6,75.8,64.3,66.8,66.8,60.2,61.8,69.2,61.0,63.5,75.556,81.54,68.808,76.92,80.24,70.016,76.18,78.928,68.5,81.844,85.372,73.4,83.824,87.864,77.076,93.268,96.244,85.436,99.08,101.196,90.844,94.1,97.228,87.696,81.78,87.256,74.956,79.24,80.9,71.116,73.52,77.54,66.404,72.936,78.104,67.756,58.956,56.976,58.004,57.92,57.672,58.412,57.484,55.976,57.456,54.188,53.128,54.28,52.456,50.78,50.996,52.976,51.42,53.472,53.1,51.604,51.676,53.204,51.608,51.328,51.424,49.776,50.28,52.668,51.028,50.872,57.58,55.14,55.588,61.288,58.424,60.544,72.3,63.0,64.8,72.3,63.0,64.8,70.432,62.068,63.9,66.7,60.2,62.1,64.852,58.8,60.252,63.0,57.4,58.4,63.0,57.4,58.4,63.0,57.4,58.4,64.852,58.8,60.252,66.7,60.2,62.1,72.3,63.0,64.8,72.3,63.0,64.8,132.108,125.64,124.28,127.788,133.544,118.008,129.524,130.14,117.848,114.864,116.388,113.98,94.132,92.212,85.796,100.476,99.32,94.5,112.608,102.336,92.636,102.456,99.472,93.052,96.26,95.096,87.988,106.204,103.38,100.548,126.192,126.364,117.492,143.808,138.952,138.82,183.832,203.776,168.196,164.252,152.608,147.684,101.248,108.404,96.224,60.068,72.216,53.9,16.8,19.908,21.904,28.48,17.8,15.508,25.924,24.856,20.448,35.364,31.712,31.372,32.844,26.512,27.764,108.852,82.312,75.756,171.948,169.484,159.204,222.972,226.432,217.432
01:00,59.5,63.4,46.2,71.7,74.1,58.0,62.3,70.1,52.5,77.1,55.3,54.8,77.9,60.9,60.9,78.5,60.3,62.3,25.0,25.0,26.5,20.5,20.6,20.5,20.5,20.2,18.8,57.1,54.4,44.9,43.6,37.9,35.4,51.6,48.3,42.5,98.9,91.3,96.6,99.8,95.3,98.1,94.5,88.0,88.7,59.1,53.6,58.0,74.8,66.6,71.0,63.2,59.4,63.0,160.7,39.2,43.0,182.2,44.3,46.7,159.4,41.1,42.4,65.4,73.2,44.0,57.1,65.8,43.0,60.4,73.1,43.7,71.5,62.1,63.2,61.4,56.2,56.7,65.3,59.2,60.3,67.3,59.9,60.8,55.2,51.7,52.6,60.6,57.3,58.2,75.0,63.5,64.8,65.1,58.8,60.2,67.8,60.0,61.8,72.868,78.6,66.448,74.188,77.424,67.728,73.308,76.016,66.336,78.644,81.78,70.632,80.668,84.416,74.376,89.496,92.828,82.732,95.468,97.808,87.976,91.368,94.004,85.1,78.972,84.092,72.744,75.976,77.784,68.704,70.916,74.592,64.176,70.092,75.08,65.356,58.696,56.904,57.792,57.648,57.516,58.432,57.692,55.688,57.028,53.752,53.132,54.02,51.884,50.848,50.692,53.048,51.44,52.928,52.936,51.028,51.384,52.86,51.024,51.096,50.888,49.244,49.988,52.556,50.884,50.552,57.076,54.956,55.336,60.696,57.908,60.212,71.5,62.1,63.2,71.5,62.1,63.2,69.432,61.132,62.232,65.3,59.2,60.3,63.352,57.7,58.5,61.4,56.2,56.7,61.4,56.2,56.7,61.4,56.2,56.7,63.352,57.7,58.5,65.3,59.2,60.3,71.5,62.1,63.2,71.5,62.1,63.2,132.672,122.612,123.544,136.348,131.888,117.268,127.708,119.972,116.252,115.948,115.624,112.82,92.02,89.62,86.66,98.04,102.736,92.292,99.408,95.788,90.304,102.888,98.976,92.284,94.356,92.728,89.148,107.44,100.532,98.308,127.192,127.72,116.508,140.716,135.512,137.188,183.228,199.432,172.128,162.116,153.512,146.196,106.78,102.516,96.54,61.588,72.828,55.292,18.632,19.432,21.752,26.656,20.08,15.396,26.528,25.492,20.288,35.584,31.816,30.656,32.792,28.068,28.572,106.968,81.016,76.036,165.324,168.748,164.192,217.728,218.728,215.456
01:15,55.0,58.2,43.6,66.6,68.7,55.3,58.0,64.5,49.7,75.0,53.7,53.1,76.3,58.0,58.6,77.8,57.9,60.6,25.6,25.6,26.5,20.5,20.6,20.5,20.0,19.5,18.8,50.4,50.6,40.5,38.1,34.7,31.7,45.0,43.8,38.1,100.3,92.4,98.4,97.9,93.9,96.4,94.5,88.4,88.8,59.2,53.6,57.8,73.6,65.6,70.0,62.7,58.6,62.2,180.8,40.5,43.8,188.4,43.4,46.0,170.6,40.9,42.9,61.0,70.5,43.0,54.3,63.0,41.8,57.5,68.1,42.1,70.4,61.4,61.9,59.7,55.2,55.4,63.9,58.2,59.1,66.5,59.0,59.8,54.2,50.6,51.6,59.1,56.1,57.0,73.7,62.9,63.2,63.1,57.7,58.9,66.2,59.1,60.7,70.12,75.992,64.308,71.64,74.832,65.688,71.024,73.48,64.52,75.556,78.78,68.252,77.456,81.172,71.724,86.248,89.38,79.852,91.996,94.128,85.152,88.404,90.768,82.52,76.024,80.748,70.236,73.092,74.864,66.44,68.604,72.14,62.08,67.468,72.272,63.212,58.364,56.452,57.484,57.044,56.964,58.184,57.304,55.78,56.696,53.512,52.82,53.684,51.58,50.348,50.556,52.416,50.732,52.816,52.784,50.648,51.06,52.568,50.908,51.052,50.128,49.344,49.932,52.428,50.424,50.376,56.54,54.404,55.664,60.28,57.56,59.684,70.4,61.4,61.9,70.4,61.4,61.9,68.232,60.332,60.968,63.9,58.2,59.1,61.8,56.7,57.252,59.7,55.2,55.4,59.7,55.2,55.4,59.7,55.2,55.4,61.8,56.7,57.252,63.9,58.2,59.1,70.4,61.4,61.9,70.4,61.4,61.9,129.548,125.296,122.76,128.492,123.032,119.628,123.696,125.756,117.144,114.368,122.28,111.84,94.652,91.132,84.996,92.136,90.98,89.824,98.26,102.62,92.704,98.304,96.568,91.344,92.212,92.232,88.468,103.812,101.08,97.688,121.816,124.128,114.684,137.076,136.864,134.78,190.288,198.436,169.952,163.788,157.24,146.816,104.156,100.428,97.784,63.488,71.268,55.256,18.232,19.332,22.164,28.672,20.968,15.376,26.732,26.028,19.66,37.396,32.26,30.908,33.716,25.368,29.432,102.928,81.344,75.532,164.692,161.132,162.244,213.472,215.16,213.268
01:30,50.5,53.6,41.9,61.6,63.9,53.6,54.1,59.3,47.9,72.1,52.1,51.7,74.1,55.4,56.6,76.6,55.5,59.2,26.2,26.2,26.5,20.7,20.7,20.6,19.4,19.1,18.9,44.1,47.2,37.4,33.2,31.8,29.1,38.9,39.6,34.7,101.0,92.9,99.8,95.8,92.4,94.8,94.3,88.9,89.1,59.4,53.8,57.7,72.3,64.6,69.1,62.4,58.0,61.6,195.6,41.7,45.0,189.4,42.8,45.9,177.6,41.0,43.7,56.1,68.6,42.8,51.3,60.4,41.0,54.1,63.8,41.1,69.1,60.8,61.0,58.0,54.4,54.4,62.4,57.3,58.1,65.4,58.1,59.0,53.3,49.6,50.8,57.9,55.1,56.2,72.0,62.4,61.9,61.2,56.7,57.8,64.8,58.4,60.0,67.952,73.464,63.184,69.828,72.448,64.764,69.38,72.724,63.532,73.252,77.132,66.252,74.756,79.124,69.676,83.228,86.816,77.388,89.168,91.644,82.58,85.508,88.504,80.4,73.148,78.252,68.276,70.636,73.416,64.584,66.86,70.124,61.076,65.432,69.796,61.844,58.196,56.516,57.176,57.036,56.5,57.524,56.712,55.076,56.272,52.964,52.576,53.628,51.24,49.988,50.256,52.392,50.732,52.784,52.492,50.688,50.928,52.188,50.82,50.7,49.992,49.18,49.628,51.732,49.628,50.064,55.628,53.972,54.832,60.036,56.996,59.456,69.1,60.8,61.0,69.1,60.8,61.0,66.868,59.632,60.032,62.4,57.3,58.1,60.2,55.852,56.252,58.0,54.4,54.4,58.0,54.4,54.4,58.0,54.4,54.4,60.2,55.852,56.252,62.4,57.3,58.1,69.1,60.8,61.0,69.1,60.8,61.0,128.832,122.368,123.9,125.52,125.316,115.32,125.008,122.06,117.636,120.132,113.736,118.288,86.724,90.272,86.24,98.52,89.896,91.248,105.572,97.884,92.1,106.616,92.3,90.232,90.74,87.92,86.292,104.652,94.344,95.844,120.52,119.888,113.82,135.152,132.116,134.452,185.668,188.6,167.248,166.52,150.76,143.4,105.264,103.604,97.432,65.252,71.12,57.284,19.06,21.484,22.312,27.192,22.376,15.716,28.712,25.264,20.788,34.492,33.64,30.764,36.268,28.588,30.136,100.616,79.74,78.52,168.32,163.744,160.864,221.4,211.908,208.336
01:45,46.6,49.9,40.8,57.4,59.9,52.4,50.8,54.9,46.6,69.1,50.5,50.5,71.9,53.3,55.1,74.7,53.3,57.9,26.5,26.5,26.5,20.8,20.8,20.8,18.9,18.9,18.9,39.1,44.0,35.2,29.3,29.3,27.4,34.2,36.2,32.3,100.4,92.5,99.8,94.3,91.3,93.7,94.3,89.5,89.5,59.4,54.0,57.6,71.1,63.9,68.4,62.1,57.6,61.2,203.5,42.3,46.3,187.4,42.3,45.3,181.4,41.3,43.3,52.0,67.0,42.7,48.5,57.7,40.4,50.8,60.0,40.4,67.6,60.2,60.2,56.5,53.7,53.7,61.1,56.5,57.4,64.3,57.2,58.4,52.6,49.1,50.2,57.2,54.9,56.1,70.1,61.8,61.0,59.4,56.1,56.9,63.5,57.7,59.4,65.596,70.668,61.2,67.516,69.896,62.872,67.116,70.492,61.904,71.032,74.628,64.624,72.364,76.5,67.96,81.032,84.272,75.784,86.94,89.112,80.76,83.548,85.904,78.604,71.116,76.06,66.704,68.308,70.8,62.976,64.736,67.692,59.428,62.952,67.144,59.928,57.684,56.556,57.312,57.08,57.056,57.924,56.812,54.896,56.316,52.656,52.464,53.372,51.248,49.848,50.12,51.844,50.588,52.536,52.104,50.58,50.728,51.896,50.692,50.652,49.496,48.652,49.728,51.536,49.644,49.9,55.516,53.82,54.828,60.144,56.916,59.636,67.6,60.2,60.2,67.6,60.2,60.2,65.432,58.968,59.268,61.1,56.5,57.4,58.8,55.1,55.552,56.5,53.7,53.7,56.5,53.7,53.7,56.5,53.7,53.7,58.8,55.1,55.552,61.1,56.5,57.4,67.6,60.2,60.2,67.6,60.2,60.2,121.944,123.264,119.976,123.288,122.284,116.064,127.428,114.752,114.172,114.824,117.34,111.04,91.476,83.84,83.428,84.26,89.944,88.244,96.7,99.464,91.568,98.044,96.52,92.004,89.876,86.128,87.484,103.54,92.848,95.268,117.128,121.172,114.184,131.688,133.064,134.976,177.688,187.692,167.52,158.412,143.384,142.704,107.984,107.544,98.992,65.224,70.864,59.84,19.596,21.964,22.716,23.532,21.688,16.392,27.48,25.884,21.264,34.708,33.412,30.932,37.06,30.4,31.128,99.916,82.032,79.796,172.4,164.068,157.764,210.716,206.24,207.776
