Latitude (decimal degrees):11
Longitude (decimal degrees):0
Elevation (m):256.0
Radiation database:PVGIS-SARAH2


Slope: 15 deg. (optimum)
Azimuth: 0 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	0.0
time,P,G(i),H_sun,T2m,WS10m,Int
20050101:0000,0.0,0.0,0.0,0.0,0.0,0
20050101:0100,0.0,0.0,0.0,0.0,0.0,0
20050101:0200,0.0,0.0,0.0,0.0,0.0,0
20050101:0300,0.0,0.0,0.0,0.0,0.0,0
20050101:0400,0.0,0.0,0.0,0.0,0.0,0
20050101:0500,0.0,0.0,0.0,0.0,0.0,0
20050101:0600,0.0,0.0,0.0,0.0,0.0,0
20050101:0700,136.39912707406143,0.0,0.0,0.0,0.0,0
20050101:0800,382.5348403872579,0.0,0.0,0.0,0.0,0
20050101:0900,645.9345335795366,0.0,0.0,0.0,0.0,0
20050101:1000,783.2917827335115,0.0,0.0,0.0,0.0,0
20050101:1100,867.3671250575809,0.0,0.0,0.0,0.0,0
20050101:1200,913.7269576833304,0.0,0.0,0.0,0.0,0
20050101:1300,845.7727449681954,0.0,0.0,0.0,0.0,0
20050101:1400,764.0252031125517,0.0,0.0,0.0,0.0,0
20050101:1500,569.4968438771385,0.0,0.0,0.0,0.0,0
20050101:1600,367.5394024078017,0.0,0.0,0.0,0.0,0
20050101:1700,124.42913390615908,0.0,0.0,0.0,0.0,0
20050101:1800,0.0,0.0,0.0,0.0,0.0,0
20050101:1900,0.0,0.0,0.0,0.0,0.0,0
20050101:2000,0.0,0.0,0.0,0.0,0.0,0
20050101:2100,0.0,0.0,0.0,0.0,0.0,0
20050101:2200,0.0,0.0,0.0,0.0,0.0,0
20050101:2300,0.0,0.0,0.0,0.0,0.0,0
20050102:0000,0.0,0.0,0.0,0.0,0.0,0
20050102:0100,0.0,0.0,0.0,0.0,0.0,0
20050102:0200,0.0,0.0,0.0,0.0,0.0,0
20050102:0300,0.0,0.0,0.0,0.0,0.0,0
20050102:0400,0.0,0.0,0.0,0.0,0.0,0
20050102:0500,0.0,0.0,0.0,0.0,0.0,0
20050102:0600,0.0,0.0,0.0,0.0,0.0,0
20050102:0700,146.20665933792472,0.0,0.0,0.0,0.0,0
20050102:0800,387.9543972606227,0.0,0.0,0.0,0.0,0
20050102:0900,603.0287798952373,0.0,0.0,0.0,0.0,0
20050102:1000,809.4144994976452,0.0,0.0,0.0,0.0,0
20050102:1100,889.9213151120555,0.0,0.0,0.0,0.0,0
20050102:1200,909.4696631006102,0.0,0.0,0.0,0.0,0
20050102:1300,805.6668839206436,0.0,0.0,0.0,0.0,0
20050102:1400,679.6152767271858,0.0,0.0,0.0,0.0,0
20050102:1500,557.0850703522052,0.0,0.0,0.0,0.0,0
20050102:1600,351.61858695058544,0.0,0.0,0.0,0.0,0
20050102:1700,105.75485185260975,0.0,0.0,0.0,0.0,0
20050102:1800,0.0,0.0,0.0,0.0,0.0,0
20050102:1900,0.0,0.0,0.0,0.0,0.0,0
20050102:2000,0.0,0.0,0.0,0.0,0.0,0
20050102:2100,0.0,0.0,0.0,0.0,0.0,0
20050102:2200,0.0,0.0,0.0,0.0,0.0,0
20050102:2300,0.0,0.0,0.0,0.0,0.0,0
20050103:0000,0.0,0.0,0.0,0.0,0.0,0
20050103:0100,0.0,0.0,0.0,0.0,0.0,0
20050103:0200,0.0,0.0,0.0,0.0,0.0,0
20050103:0300,0.0,0.0,0.0,0.0,0.0,0
20050103:0400,0.0,0.0,0.0,0.0,0.0,0
20050103:0500,0.0,0.0,0.0,0.0,0.0,0
20050103:0600,0.0,0.0,0.0,0.0,0.0,0
20050103:0700,119.85037265068368,0.0,0.0,0.0,0.0,0
20050103:0800,382.45582468540687,0.0,0.0,0.0,0.0,0
20050103:0900,625.2939132713768,0.0,0.0,0.0,0.0,0
20050103:1000,802.4513232950505,0.0,0.0,0.0,0.0,0
20050103:1100,906.1449253727585,0.0,0.0,0.0,0.0,0
20050103:1200,886.2534939871862,0.0,0.0,0.0,0.0,0
20050103:1300,877.3906370710305,0.0,0.0,0.0,0.0,0
20050103:1400,794.8909823218187,0.0,0.0,0.0,0.0,0
20050103:1500,608.8344613883296,0.0,0.0,0.0,0.0,0
20050103:1600,429.55093692779275,0.0,0.0,0.0,0.0,0
20050103:1700,140.50202569786788,0.0,0.0,0.0,0.0,0
20050103:1800,0.0,0.0,0.0,0.0,0.0,0
20050103:1900,0.0,0.0,0.0,0.0,0.0,0
20050103:2000,0.0,0.0,0.0,0.0,0.0,0
20050103:2100,0.0,0.0,0.0,0.0,0.0,0
20050103:2200,0.0,0.0,0.0,0.0,0.0,0
20050103:2300,0.0,0.0,0.0,0.0,0.0,0
20050104:0000,0.0,0.0,0.0,0.0,0.0,0
20050104:0100,0.0,0.0,0.0,0.0,0.0,0
20050104:0200,0.0,0.0,0.0,0.0,0.0,0
20050104:0300,0.0,0.0,0.0,0.0,0.0,0
20050104:0400,0.0,0.0,0.0,0.0,0.0,0
20050104:0500,0.0,0.0,0.0,0.0,0.0,0
20050104:0600,0.0,0.0,0.0,0.0,0.0,0
20050104:0700,118.84654731469871,0.0,0.0,0.0,0.0,0
20050104:0800,403.1934362223935,0.0,0.0,0.0,0.0,0
20050104:0900,606.5937204361803,0.0,0.0,0.0,0.0,0
20050104:1000,716.2264245257903,0.0,0.0,0.0,0.0,0
20050104:1100,845.2420106047263,0.0,0.0,0.0,0.0,0
20050104:1200,835.2518318910971,0.0,0.0,0.0,0.0,0
20050104:1300,53.7050672109725,0.0,0.0,0.0,0.0,0
20050104:1400,6.094094387880107,0.0,0.0,0.0,0.0,0
20050104:1500,3.762700433097792,0.0,0.0,0.0,0.0,0
20050104:1600,1.166688469002516,0.0,0.0,0.0,0.0,0
20050104:1700,155.2454548788556,0.0,0.0,0.0,0.0,0
20050104:1800,0.0,0.0,0.0,0.0,0.0,0
20050104:1900,0.0,0.0,0.0,0.0,0.0,0
20050104:2000,0.0,0.0,0.0,0.0,0.0,0
20050104:2100,0.0,0.0,0.0,0.0,0.0,0
20050104:2200,0.0,0.0,0.0,0.0,0.0,0
20050104:2300,0.0,0.0,0.0,0.0,0.0,0
20050105:0000,0.0,0.0,0.0,0.0,0.0,0
20050105:0100,0.0,0.0,0.0,0.0,0.0,0
20050105:0200,0.0,0.0,0.0,0.0,0.0,0
20050105:0300,0.0,0.0,0.0,0.0,0.0,0
20050105:0400,0.0,0.0,0.0,0.0,0.0,0
20050105:0500,0.0,0.0,0.0,0.0,0.0,0
20050105:0600,0.0,0.0,0.0,0.0,0.0,0
20050105:0700,51.49139420953791,0.0,0.0,0.0,0.0,0
20050105:0800,309.01499008424236,0.0,0.0,0.0,0.0,0
20050105:0900,558.958882846603,0.0,0.0,0.0,0.0,0
20050105:1000,745.5432733323455,0.0,0.0,0.0,0.0,0
20050105:1100,838.3195721337574,0.0,0.0,0.0,0.0,0
20050105:1200,846.2915648978471,0.0,0.0,0.0,0.0,0
20050105:1300,42.009071706790145,0.0,0.0,0.0,0.0,0
20050105:1400,11.318258890777958,0.0,0.0,0.0,0.0,0
20050105:1500,25.757986421274296,0.0,0.0,0.0,0.0,0
20050105:1600,361.1653328856162,0.0,0.0,0.0,0.0,0
20050105:1700,97.44035683548978,0.0,0.0,0.0,0.0,0
20050105:1800,0.0,0.0,0.0,0.0,0.0,0
20050105:1900,0.0,0.0,0.0,0.0,0.0,0
20050105:2000,0.0,0.0,0.0,0.0,0.0,0
20050105:2100,0.0,0.0,0.0,0.0,0.0,0
20050105:2200,0.0,0.0,0.0,0.0,0.0,0
20050105:2300,0.0,0.0,0.0,0.0,0.0,0
20050106:0000,0.0,0.0,0.0,0.0,0.0,0
20050106:0100,0.0,0.0,0.0,0.0,0.0,0
20050106:0200,0.0,0.0,0.0,0.0,0.0,0
20050106:0300,0.0,0.0,0.0,0.0,0.0,0
20050106:0400,0.0,0.0,0.0,0.0,0.0,0
20050106:0500,0.0,0.0,0.0,0.0,0.0,0
20050106:0600,0.0,0.0,0.0,0.0,0.0,0
20050106:0700,145.4431961473792,0.0,0.0,0.0,0.0,0
20050106:0800,404.43910513535894,0.0,0.0,0.0,0.0,0
20050106:0900,585.4018080441236,0.0,0.0,0.0,0.0,0
20050106:1000,737.1453070014486,0.0,0.0,0.0,0.0,0
20050106:1100,874.6700950371919,0.0,0.0,0.0,0.0,0
20050106:1200,898.1266558010195,0.0,0.0,0.0,0.0,0
20050106:1300,873.3768598187968,0.0,0.0,0.0,0.0,0
20050106:1400,748.564655829068,0.0,0.0,0.0,0.0,0
20050106:1500,606.3423283828594,0.0,0.0,0.0,0.0,0
20050106:1600,385.7502535663353,0.0,0.0,0.0,0.0,0
20050106:1700,144.8090543019827,0.0,0.0,0.0,0.0,0
20050106:1800,0.0,0.0,0.0,0.0,0.0,0
20050106:1900,0.0,0.0,0.0,0.0,0.0,0
20050106:2000,0.0,0.0,0.0,0.0,0.0,0
20050106:2100,0.0,0.0,0.0,0.0,0.0,0
20050106:2200,0.0,0.0,0.0,0.0,0.0,0
20050106:2300,0.0,0.0,0.0,0.0,0.0,0
20050107:0000,0.0,0.0,0.0,0.0,0.0,0
20050107:0100,0.0,0.0,0.0,0.0,0.0,0
20050107:0200,0.0,0.0,0.0,0.0,0.0,0
20050107:0300,0.0,0.0,0.0,0.0,0.0,0
20050107:0400,0.0,0.0,0.0,0.0,0.0,0
20050107:0500,0.0,0.0,0.0,0.0,0.0,0
20050107:0600,0.0,0.0,0.0,0.0,0.0,0
20050107:0700,120.5147404708752,0.0,0.0,0.0,0.0,0
20050107:0800,384.3314648013789,0.0,0.0,0.0,0.0,0
20050107:0900,578.7998992529721,0.0,0.0,0.0,0.0,0
20050107:1000,783.0581531769142,0.0,0.0,0.0,0.0,0
20050107:1100,822.9287360618578,0.0,0.0,0.0,0.0,0
20050107:1200,838.7094126113053,0.0,0.0,0.0,0.0,0
20050107:1300,781.5392436012975,0.0,0.0,0.0,0.0,0
20050107:1400,742.5243441578949,0.0,0.0,0.0,0.0,0
20050107:1500,608.6494402340588,0.0,0.0,0.0,0.0,0
20050107:1600,365.0607574460813,0.0,0.0,0.0,0.0,0
20050107:1700,123.8890340432664,0.0,0.0,0.0,0.0,0
20050107:1800,0.0,0.0,0.0,0.0,0.0,0
20050107:1900,0.0,0.0,0.0,0.0,0.0,0
20050107:2000,0.0,0.0,0.0,0.0,0.0,0
20050107:2100,0.0,0.0,0.0,0.0,0.0,0
20050107:2200,0.0,0.0,0.0,0.0,0.0,0
20050107:2300,0.0,0.0,0.0,0.0,0.0,0
20050108:0000,0.0,0.0,0.0,0.0,0.0,0
20050108:0100,0.0,0.0,0.0,0.0,0.0,0
20050108:0200,0.0,0.0,0.0,0.0,0.0,0
20050108:0300,0.0,0.0,0.0,0.0,0.0,0
20050108:0400,0.0,0.0,0.0,0.0,0.0,0
20050108:0500,0.0,0.0,0.0,0.0,0.0,0
20050108:0600,0.0,0.0,0.0,0.0,0.0,0
20050108:0700,131.96467118180414,0.0,0.0,0.0,0.0,0
20050108:0800,352.58943342421514,0.0,0.0,0.0,0.0,0
20050108:0900,612.7379851982365,0.0,0.0,0.0,0.0,0
20050108:1000,791.1499444131143,0.0,0.0,0.0,0.0,0
20050108:1100,887.1896576969174,0.0,0.0,0.0,0.0,0
20050108:1200,902.9305304521679,0.0,0.0,0.0,0.0,0
20050108:1300,872.8660234792293,0.0,0.0,0.0,0.0,0
20050108:1400,786.3378663685535,0.0,0.0,0.0,0.0,0
20050108:1500,451.71679862701666,0.0,0.0,0.0,0.0,0
20050108:1600,368.85214881685175,0.0,0.0,0.0,0.0,0
20050108:1700,140.21232395506902,0.0,0.0,0.0,0.0,0
20050108:1800,0.0,0.0,0.0,0.0,0.0,0
20050108:1900,0.0,0.0,0.0,0.0,0.0,0
20050108:2000,0.0,0.0,0.0,0.0,0.0,0
20050108:2100,0.0,0.0,0.0,0.0,0.0,0
20050108:2200,0.0,0.0,0.0,0.0,0.0,0
20050108:2300,0.0,0.0,0.0,0.0,0.0,0
20050109:0000,0.0,0.0,0.0,0.0,0.0,0
20050109:0100,0.0,0.0,0.0,0.0,0.0,0
20050109:0200,0.0,0.0,0.0,0.0,0.0,0
20050109:0300,0.0,0.0,0.0,0.0,0.0,0
20050109:0400,0.0,0.0,0.0,0.0,0.0,0
20050109:0500,0.0,0.0,0.0,0.0,0.0,0
20050109:0600,0.0,0.0,0.0,0.0,0.0,0
20050109:0700,97.32562610609888,0.0,0.0,0.0,0.0,0
20050109:0800,361.60972284609977,0.0,0.0,0.0,0.0,0
20050109:0900,590.3420740291604,0.0,0.0,0.0,0.0,0
20050109:1000,735.057076526449,0.0,0.0,0.0,0.0,0
20050109:1100,816.5939014489453,0.0,0.0,0.0,0.0,0
20050109:1200,785.6816991135559,0.0,0.0,0.0,0.0,0
20050109:1300,733.191383600861,0.0,0.0,0.0,0.0,0
20050109:1400,682.009135710119,0.0,0.0,0.0,0.0,0
20050109:1500,561.5158961659697,0.0,0.0,0.0,0.0,0
20050109:1600,336.6000461070877,0.0,0.0,0.0,0.0,0
20050109:1700,105.02623455817776,0.0,0.0,0.0,0.0,0
20050109:1800,0.0,0.0,0.0,0.0,0.0,0
20050109:1900,0.0,0.0,0.0,0.0,0.0,0
20050109:2000,0.0,0.0,0.0,0.0,0.0,0
20050109:2100,0.0,0.0,0.0,0.0,0.0,0
20050109:2200,0.0,0.0,0.0,0.0,0.0,0
20050109:2300,0.0,0.0,0.0,0.0,0.0,0
20050110:0000,0.0,0.0,0.0,0.0,0.0,0
20050110:0100,0.0,0.0,0.0,0.0,0.0,0
20050110:0200,0.0,0.0,0.0,0.0,0.0,0
20050110:0300,0.0,0.0,0.0,0.0,0.0,0
20050110:0400,0.0,0.0,0.0,0.0,0.0,0
20050110:0500,0.0,0.0,0.0,0.0,0.0,0
20050110:0600,0.0,0.0,0.0,0.0,0.0,0
20050110:0700,45.78697814358746,0.0,0.0,0.0,0.0,0
20050110:0800,206.78263225368855,0.0,0.0,0.0,0.0,0
20050110:0900,438.7117646998851,0.0,0.0,0.0,0.0,0
20050110:1000,758.2373291099198,0.0,0.0,0.0,0.0,0
20050110:1100,862.7566942105622,0.0,0.0,0.0,0.0,0
20050110:1200,932.7209862673178,0.0,0.0,0.0,0.0,0
20050110:1300,871.1867803660401,0.0,0.0,0.0,0.0,0
20050110:1400,756.9947533424804,0.0,0.0,0.0,0.0,0
20050110:1500,513.841778706987,0.0,0.0,0.0,0.0,0
20050110:1600,279.48254330122217,0.0,0.0,0.0,0.0,0
20050110:1700,99.10517251107468,0.0,0.0,0.0,0.0,0
20050110:1800,0.0,0.0,0.0,0.0,0.0,0
20050110:1900,0.0,0.0,0.0,0.0,0.0,0
20050110:2000,0.0,0.0,0.0,0.0,0.0,0
20050110:2100,0.0,0.0,0.0,0.0,0.0,0
20050110:2200,0.0,0.0,0.0,0.0,0.0,0
20050110:2300,0.0,0.0,0.0,0.0,0.0,0
20050111:0000,0.0,0.0,0.0,0.0,0.0,0
20050111:0100,0.0,0.0,0.0,0.0,0.0,0
20050111:0200,0.0,0.0,0.0,0.0,0.0,0
20050111:0300,0.0,0.0,0.0,0.0,0.0,0
20050111:0400,0.0,0.0,0.0,0.0,0.0,0
20050111:0500,0.0,0.0,0.0,0.0,0.0,0
20050111:0600,0.0,0.0,0.0,0.0,0.0,0
20050111:0700,112.87023820708286,0.0,0.0,0.0,0.0,0
20050111:0800,394.1730754097317,0.0,0.0,0.0,0.0,0
20050111:0900,624.7036987959062,0.0,0.0,0.0,0.0,0
20050111:1000,789.740372022343,0.0,0.0,0.0,0.0,0
