Latitude (decimal degrees):11
Longitude (decimal degrees):0
Elevation (m):256.0
Radiation database:PVGIS-SARAH2


Slope: 15 deg. (optimum)
Azimuth: 0 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	0.0
time,P,G(i),H_sun,T2m,WS10m,Int
20050101:0000,0.0,0.0,0.0,0.0,0.0,0
20050101:0100,0.0,0.0,0.0,0.0,0.0,0
20050101:0200,0.0,0.0,0.0,0.0,0.0,0
20050101:0300,0.0,0.0,0.0,0.0,0.0,0
20050101:0400,0.0,0.0,0.0,0.0,0.0,0
20050101:0500,0.0,0.0,0.0,0.0,0.0,0
20050101:0600,0.0,0.0,0.0,0.0,0.0,0
20050101:0700,125.69876776403112,0.0,0.0,0.0,0.0,0
20050101:0800,385.97627917041643,0.0,0.0,0.0,0.0,0
20050101:0900,611.5723132157343,0.0,0.0,0.0,0.0,0
20050101:1000,799.723295963018,0.0,0.0,0.0,0.0,0
20050101:1100,839.265412346811,0.0,0.0,0.0,0.0,0
20050101:1200,822.3392532910902,0.0,0.0,0.0,0.0,0
20050101:1300,811.2367131517676,0.0,0.0,0.0,0.0,0
20050101:1400,749.1639399317464,0.0,0.0,0.0,0.0,0
20050101:1500,597.8750139201679,0.0,0.0,0.0,0.0,0
20050101:1600,387.0045143596309,0.0,0.0,0.0,0.0,0
20050101:1700,108.78127384375158,0.0,0.0,0.0,0.0,0
20050101:1800,0.0,0.0,0.0,0.0,0.0,0
20050101:1900,0.0,0.0,0.0,0.0,0.0,0
20050101:2000,0.0,0.0,0.0,0.0,0.0,0
20050101:2100,0.0,0.0,0.0,0.0,0.0,0
20050101:2200,0.0,0.0,0.0,0.0,0.0,0
20050101:2300,0.0,0.0,0.0,0.0,0.0,0
20050102:0000,0.0,0.0,0.0,0.0,0.0,0
20050102:0100,0.0,0.0,0.0,0.0,0.0,0
20050102:0200,0.0,0.0,0.0,0.0,0.0,0
20050102:0300,0.0,0.0,0.0,0.0,0.0,0
20050102:0400,0.0,0.0,0.0,0.0,0.0,0
20050102:0500,0.0,0.0,0.0,0.0,0.0,0
20050102:0600,0.0,0.0,0.0,0.0,0.0,0
20050102:0700,126.7491553556993,0.0,0.0,0.0,0.0,0
20050102:0800,388.74227915162743,0.0,0.0,0.0,0.0,0
20050102:0900,599.535895514221,0.0,0.0,0.0,0.0,0
20050102:1000,722.1353404116235,0.0,0.0,0.0,0.0,0
20050102:1100,804.0761446237458,0.0,0.0,0.0,0.0,0
20050102:1200,822.3985160183762,0.0,0.0,0.0,0.0,0
20050102:1300,810.4003760726084,0.0,0.0,0.0,0.0,0
20050102:1400,760.8307941191001,0.0,0.0,0.0,0.0,0
20050102:1500,621.2275185235385,0.0,0.0,0.0,0.0,0
20050102:1600,370.92434271658607,0.0,0.0,0.0,0.0,0
20050102:1700,145.2933535506652,0.0,0.0,0.0,0.0,0
20050102:1800,0.0,0.0,0.0,0.0,0.0,0
20050102:1900,0.0,0.0,0.0,0.0,0.0,0
20050102:2000,0.0,0.0,0.0,0.0,0.0,0
20050102:2100,0.0,0.0,0.0,0.0,0.0,0
20050102:2200,0.0,0.0,0.0,0.0,0.0,0
20050102:2300,0.0,0.0,0.0,0.0,0.0,0
20050103:0000,0.0,0.0,0.0,0.0,0.0,0
20050103:0100,0.0,0.0,0.0,0.0,0.0,0
20050103:0200,0.0,0.0,0.0,0.0,0.0,0
20050103:0300,0.0,0.0,0.0,0.0,0.0,0
20050103:0400,0.0,0.0,0.0,0.0,0.0,0
20050103:0500,0.0,0.0,0.0,0.0,0.0,0
20050103:0600,0.0,0.0,0.0,0.0,0.0,0
20050103:0700,135.0968281671759,0.0,0.0,0.0,0.0,0
20050103:0800,413.86149757184904,0.0,0.0,0.0,0.0,0
20050103:0900,619.0248055193779,0.0,0.0,0.0,0.0,0
20050103:1000,769.1368085191315,0.0,0.0,0.0,0.0,0
20050103:1100,901.8555159435709,0.0,0.0,0.0,0.0,0
20050103:1200,874.5098378996016,0.0,0.0,0.0,0.0,0
20050103:1300,841.3555557045071,0.0,0.0,0.0,0.0,0
20050103:1400,731.4391472417176,0.0,0.0,0.0,0.0,0
20050103:1500,615.04140278235,0.0,0.0,0.0,0.0,0
20050103:1600,400.7380823629592,0.0,0.0,0.0,0.0,0
20050103:1700,146.78251564259892,0.0,0.0,0.0,0.0,0
20050103:1800,0.0,0.0,0.0,0.0,0.0,0
20050103:1900,0.0,0.0,0.0,0.0,0.0,0
20050103:2000,0.0,0.0,0.0,0.0,0.0,0
20050103:2100,0.0,0.0,0.0,0.0,0.0,0
20050103:2200,0.0,0.0,0.0,0.0,0.0,0
20050103:2300,0.0,0.0,0.0,0.0,0.0,0
20050104:0000,0.0,0.0,0.0,0.0,0.0,0
20050104:0100,0.0,0.0,0.0,0.0,0.0,0
20050104:0200,0.0,0.0,0.0,0.0,0.0,0
20050104:0300,0.0,0.0,0.0,0.0,0.0,0
20050104:0400,0.0,0.0,0.0,0.0,0.0,0
20050104:0500,0.0,0.0,0.0,0.0,0.0,0
20050104:0600,0.0,0.0,0.0,0.0,0.0,0
20050104:0700,123.19849206039649,0.0,0.0,0.0,0.0,0
20050104:0800,354.44678754363895,0.0,0.0,0.0,0.0,0
20050104:0900,535.5030585015945,0.0,0.0,0.0,0.0,0
20050104:1000,561.7527011749723,0.0,0.0,0.0,0.0,0
20050104:1100,822.3247562306464,0.0,0.0,0.0,0.0,0
20050104:1200,917.7904673428985,0.0,0.0,0.0,0.0,0
20050104:1300,845.577288420091,0.0,0.0,0.0,0.0,0
20050104:1400,740.1002426404643,0.0,0.0,0.0,0.0,0
20050104:1500,28.872127791993,0.0,0.0,0.0,0.0,0
20050104:1600,364.05189966960455,0.0,0.0,0.0,0.0,0
20050104:1700,86.02051182597575,0.0,0.0,0.0,0.0,0
20050104:1800,0.0,0.0,0.0,0.0,0.0,0
20050104:1900,0.0,0.0,0.0,0.0,0.0,0
20050104:2000,0.0,0.0,0.0,0.0,0.0,0
20050104:2100,0.0,0.0,0.0,0.0,0.0,0
20050104:2200,0.0,0.0,0.0,0.0,0.0,0
20050104:2300,0.0,0.0,0.0,0.0,0.0,0
20050105:0000,0.0,0.0,0.0,0.0,0.0,0
20050105:0100,0.0,0.0,0.0,0.0,0.0,0
20050105:0200,0.0,0.0,0.0,0.0,0.0,0
20050105:0300,0.0,0.0,0.0,0.0,0.0,0
20050105:0400,0.0,0.0,0.0,0.0,0.0,0
20050105:0500,0.0,0.0,0.0,0.0,0.0,0
20050105:0600,0.0,0.0,0.0,0.0,0.0,0
20050105:0700,110.9050478279964,0.0,0.0,0.0,0.0,0
20050105:0800,363.41465553259883,0.0,0.0,0.0,0.0,0
20050105:0900,578.698261802788,0.0,0.0,0.0,0.0,0
20050105:1000,713.4182608868153,0.0,0.0,0.0,0.0,0
20050105:1100,828.2312073876298,0.0,0.0,0.0,0.0,0
20050105:1200,834.2999412596756,0.0,0.0,0.0,0.0,0
20050105:1300,791.2252062234799,0.0,0.0,0.0,0.0,0
20050105:1400,752.2448419258136,0.0,0.0,0.0,0.0,0
20050105:1500,587.759292791863,0.0,0.0,0.0,0.0,0
20050105:1600,369.0531706193771,0.0,0.0,0.0,0.0,0
20050105:1700,138.1203206743756,0.0,0.0,0.0,0.0,0
20050105:1800,0.0,0.0,0.0,0.0,0.0,0
20050105:1900,0.0,0.0,0.0,0.0,0.0,0
20050105:2000,0.0,0.0,0.0,0.0,0.0,0
20050105:2100,0.0,0.0,0.0,0.0,0.0,0
20050105:2200,0.0,0.0,0.0,0.0,0.0,0
20050105:2300,0.0,0.0,0.0,0.0,0.0,0
20050106:0000,0.0,0.0,0.0,0.0,0.0,0
20050106:0100,0.0,0.0,0.0,0.0,0.0,0
20050106:0200,0.0,0.0,0.0,0.0,0.0,0
20050106:0300,0.0,0.0,0.0,0.0,0.0,0
20050106:0400,0.0,0.0,0.0,0.0,0.0,0
20050106:0500,0.0,0.0,0.0,0.0,0.0,0
20050106:0600,0.0,0.0,0.0,0.0,0.0,0
20050106:0700,120.20560301648473,0.0,0.0,0.0,0.0,0
20050106:0800,372.5288003747462,0.0,0.0,0.0,0.0,0
20050106:0900,594.2813069340749,0.0,0.0,0.0,0.0,0
20050106:1000,710.8140904438894,0.0,0.0,0.0,0.0,0
20050106:1100,4.054659616476557,0.0,0.0,0.0,0.0,0
20050106:1200,817.0642706919641,0.0,0.0,0.0,0.0,0
20050106:1300,821.0049171029721,0.0,0.0,0.0,0.0,0
20050106:1400,671.8311393606416,0.0,0.0,0.0,0.0,0
20050106:1500,555.8554716277592,0.0,0.0,0.0,0.0,0
20050106:1600,293.44817452424047,0.0,0.0,0.0,0.0,0
20050106:1700,134.539676330048,0.0,0.0,0.0,0.0,0
20050106:1800,0.0,0.0,0.0,0.0,0.0,0
20050106:1900,0.0,0.0,0.0,0.0,0.0,0
20050106:2000,0.0,0.0,0.0,0.0,0.0,0
20050106:2100,0.0,0.0,0.0,0.0,0.0,0
20050106:2200,0.0,0.0,0.0,0.0,0.0,0
20050106:2300,0.0,0.0,0.0,0.0,0.0,0
20050107:0000,0.0,0.0,0.0,0.0,0.0,0
20050107:0100,0.0,0.0,0.0,0.0,0.0,0
20050107:0200,0.0,0.0,0.0,0.0,0.0,0
20050107:0300,0.0,0.0,0.0,0.0,0.0,0
20050107:0400,0.0,0.0,0.0,0.0,0.0,0
20050107:0500,0.0,0.0,0.0,0.0,0.0,0
20050107:0600,0.0,0.0,0.0,0.0,0.0,0
20050107:0700,106.08400165946914,0.0,0.0,0.0,0.0,0
20050107:0800,390.1539436076136,0.0,0.0,0.0,0.0,0
20050107:0900,605.9801577912117,0.0,0.0,0.0,0.0,0
20050107:1000,707.0012885614207,0.0,0.0,0.0,0.0,0
20050107:1100,810.7777425012562,0.0,0.0,0.0,0.0,0
20050107:1200,924.0268132232221,0.0,0.0,0.0,0.0,0
20050107:1300,848.9935190709267,0.0,0.0,0.0,0.0,0
20050107:1400,759.3465249570003,0.0,0.0,0.0,0.0,0
20050107:1500,551.1782372688007,0.0,0.0,0.0,0.0,0
20050107:1600,393.65032509685216,0.0,0.0,0.0,0.0,0
20050107:1700,132.4759387407389,0.0,0.0,0.0,0.0,0
20050107:1800,0.0,0.0,0.0,0.0,0.0,0
20050107:1900,0.0,0.0,0.0,0.0,0.0,0
20050107:2000,0.0,0.0,0.0,0.0,0.0,0
20050107:2100,0.0,0.0,0.0,0.0,0.0,0
20050107:2200,0.0,0.0,0.0,0.0,0.0,0
20050107:2300,0.0,0.0,0.0,0.0,0.0,0
20050108:0000,0.0,0.0,0.0,0.0,0.0,0
20050108:0100,0.0,0.0,0.0,0.0,0.0,0
20050108:0200,0.0,0.0,0.0,0.0,0.0,0
20050108:0300,0.0,0.0,0.0,0.0,0.0,0
20050108:0400,0.0,0.0,0.0,0.0,0.0,0
20050108:0500,0.0,0.0,0.0,0.0,0.0,0
20050108:0600,0.0,0.0,0.0,0.0,0.0,0
20050108:0700,126.77810014883347,0.0,0.0,0.0,0.0,0
20050108:0800,377.22023141187753,0.0,0.0,0.0,0.0,0
20050108:0900,593.3193827177212,0.0,0.0,0.0,0.0,0
20050108:1000,712.8507717440798,0.0,0.0,0.0,0.0,0
20050108:1100,801.1031730042512,0.0,0.0,0.0,0.0,0
20050108:1200,810.5478467289975,0.0,0.0,0.0,0.0,0
20050108:1300,832.9775212092495,0.0,0.0,0.0,0.0,0
20050108:1400,763.8867618662388,0.0,0.0,0.0,0.0,0
20050108:1500,626.3336619597543,0.0,0.0,0.0,0.0,0
20050108:1600,384.6982532544756,0.0,0.0,0.0,0.0,0
20050108:1700,132.45254049649412,0.0,0.0,0.0,0.0,0
20050108:1800,0.0,0.0,0.0,0.0,0.0,0
20050108:1900,0.0,0.0,0.0,0.0,0.0,0
20050108:2000,0.0,0.0,0.0,0.0,0.0,0
20050108:2100,0.0,0.0,0.0,0.0,0.0,0
20050108:2200,0.0,0.0,0.0,0.0,0.0,0
20050108:2300,0.0,0.0,0.0,0.0,0.0,0
20050109:0000,0.0,0.0,0.0,0.0,0.0,0
20050109:0100,0.0,0.0,0.0,0.0,0.0,0
20050109:0200,0.0,0.0,0.0,0.0,0.0,0
20050109:0300,0.0,0.0,0.0,0.0,0.0,0
20050109:0400,0.0,0.0,0.0,0.0,0.0,0
20050109:0500,0.0,0.0,0.0,0.0,0.0,0
20050109:0600,0.0,0.0,0.0,0.0,0.0,0
20050109:0700,109.61195796604397,0.0,0.0,0.0,0.0,0
20050109:0800,371.26688513408004,0.0,0.0,0.0,0.0,0
20050109:0900,573.3179459414104,0.0,0.0,0.0,0.0,0
20050109:1000,758.711857729491,0.0,0.0,0.0,0.0,0
20050109:1100,837.9817028561711,0.0,0.0,0.0,0.0,0
20050109:1200,840.7037051581409,0.0,0.0,0.0,0.0,0
20050109:1300,851.1427364893643,0.0,0.0,0.0,0.0,0
20050109:1400,746.0698717370941,0.0,0.0,0.0,0.0,0
20050109:1500,568.8561589934045,0.0,0.0,0.0,0.0,0
20050109:1600,377.1655509344788,0.0,0.0,0.0,0.0,0
20050109:1700,130.90443322162466,0.0,0.0,0.0,0.0,0
20050109:1800,0.0,0.0,0.0,0.0,0.0,0
20050109:1900,0.0,0.0,0.0,0.0,0.0,0
20050109:2000,0.0,0.0,0.0,0.0,0.0,0
20050109:2100,0.0,0.0,0.0,0.0,0.0,0
20050109:2200,0.0,0.0,0.0,0.0,0.0,0
20050109:2300,0.0,0.0,0.0,0.0,0.0,0
20050110:0000,0.0,0.0,0.0,0.0,0.0,0
20050110:0100,0.0,0.0,0.0,0.0,0.0,0
20050110:0200,0.0,0.0,0.0,0.0,0.0,0
20050110:0300,0.0,0.0,0.0,0.0,0.0,0
20050110:0400,0.0,0.0,0.0,0.0,0.0,0
20050110:0500,0.0,0.0,0.0,0.0,0.0,0
20050110:0600,0.0,0.0,0.0,0.0,0.0,0
20050110:0700,123.31140469526763,0.0,0.0,0.0,0.0,0
20050110:0800,396.1491255369525,0.0,0.0,0.0,0.0,0
20050110:0900,570.2957525720207,0.0,0.0,0.0,0.0,0
20050110:1000,721.6425145011316,0.0,0.0,0.0,0.0,0
20050110:1100,850.4440242051538,0.0,0.0,0.0,0.0,0
20050110:1200,890.6655814026498,0.0,0.0,0.0,0.0,0
20050110:1300,851.9981190098337,0.0,0.0,0.0,0.0,0
20050110:1400,760.680386643704,0.0,0.0,0.0,0.0,0
20050110:1500,584.1765049892927,0.0,0.0,0.0,0.0,0
20050110:1600,380.6191315291056,0.0,0.0,0.0,0.0,0
20050110:1700,121.60119624347753,0.0,0.0,0.0,0.0,0
20050110:1800,0.0,0.0,0.0,0.0,0.0,0
20050110:1900,0.0,0.0,0.0,0.0,0.0,0
20050110:2000,0.0,0.0,0.0,0.0,0.0,0
20050110:2100,0.0,0.0,0.0,0.0,0.0,0
20050110:2200,0.0,0.0,0.0,0.0,0.0,0
20050110:2300,0.0,0.0,0.0,0.0,0.0,0
20050111:0000,0.0,0.0,0.0,0.0,0.0,0
20050111:0100,0.0,0.0,0.0,0.0,0.0,0
20050111:0200,0.0,0.0,0.0,0.0,0.0,0
20050111:0300,0.0,0.0,0.0,0.0,0.0,0
20050111:0400,0.0,0.0,0.0,0.0,0.0,0
20050111:0500,0.0,0.0,0.0,0.0,0.0,0
20050111:0600,0.0,0.0,0.0,0.0,0.0,0
20050111:0700,100.52230262110758,0.0,0.0,0.0,0.0,0
20050111:0800,358.1943805298544,0.0,0.0,0.0,0.0,0
20050111:0900,605.1478616542463,0.0,0.0,0.0,0.0,0
20050111:1000,749.9541960454106,0.0,0.0,0.0,0.0,0
