Latitude (decimal degrees):11
Longitude (decimal degrees):0
Elevation (m):256.0
Radiation database:PVGIS-SARAH2


Slope: 15 deg. (optimum)
Azimuth: 0 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	0.0
time,P,G(i),H_sun,T2m,WS10m,Int
20050101:0000,0.0,0.0,0.0,0.0,0.0,0
20050101:0100,0.0,0.0,0.0,0.0,0.0,0
20050101:0200,0.0,0.0,0.0,0.0,0.0,0
20050101:0300,0.0,0.0,0.0,0.0,0.0,0
20050101:0400,0.0,0.0,0.0,0.0,0.0,0
20050101:0500,0.0,0.0,0.0,0.0,0.0,0
20050101:0600,0.0,0.0,0.0,0.0,0.0,0
20050101:0700,153.51217671075008,0.0,0.0,0.0,0.0,0
20050101:0800,415.65785285676145,0.0,0.0,0.0,0.0,0
20050101:0900,640.3678426526473,0.0,0.0,0.0,0.0,0
20050101:1000,772.2672981247235,0.0,0.0,0.0,0.0,0
20050101:1100,898.4645272312749,0.0,0.0,0.0,0.0,0
20050101:1200,881.2383817337249,0.0,0.0,0.0,0.0,0
20050101:1300,840.947845081825,0.0,0.0,0.0,0.0,0
20050101:1400,721.0683889781947,0.0,0.0,0.0,0.0,0
20050101:1500,575.8052922516084,0.0,0.0,0.0,0.0,0
20050101:1600,348.7617636118339,0.0,0.0,0.0,0.0,0
20050101:1700,115.36858894873599,0.0,0.0,0.0,0.0,0
20050101:1800,0.0,0.0,0.0,0.0,0.0,0
20050101:1900,0.0,0.0,0.0,0.0,0.0,0
20050101:2000,0.0,0.0,0.0,0.0,0.0,0
20050101:2100,0.0,0.0,0.0,0.0,0.0,0
20050101:2200,0.0,0.0,0.0,0.0,0.0,0
20050101:2300,0.0,0.0,0.0,0.0,0.0,0
20050102:0000,0.0,0.0,0.0,0.0,0.0,0
20050102:0100,0.0,0.0,0.0,0.0,0.0,0
20050102:0200,0.0,0.0,0.0,0.0,0.0,0
20050102:0300,0.0,0.0,0.0,0.0,0.0,0
20050102:0400,0.0,0.0,0.0,0.0,0.0,0
20050102:0500,0.0,0.0,0.0,0.0,0.0,0
20050102:0600,0.0,0.0,0.0,0.0,0.0,0
20050102:0700,115.47256804057984,0.0,0.0,0.0,0.0,0
20050102:0800,388.188104874481,0.0,0.0,0.0,0.0,0
20050102:0900,576.7808869301383,0.0,0.0,0.0,0.0,0
20050102:1000,805.2573559795878,0.0,0.0,0.0,0.0,0
20050102:1100,908.5639886600877,0.0,0.0,0.0,0.0,0
20050102:1200,916.8587341181781,0.0,0.0,0.0,0.0,0
20050102:1300,851.9641564484083,0.0,0.0,0.0,0.0,0
20050102:1400,792.1191135351246,0.0,0.0,0.0,0.0,0
20050102:1500,671.1589025679316,0.0,0.0,0.0,0.0,0
20050102:1600,490.6744693984802,0.0,0.0,0.0,0.0,0
20050102:1700,218.33649984832525,0.0,0.0,0.0,0.0,0
20050102:1800,0.0,0.0,0.0,0.0,0.0,0
20050102:1900,0.0,0.0,0.0,0.0,0.0,0
20050102:2000,0.0,0.0,0.0,0.0,0.0,0
20050102:2100,0.0,0.0,0.0,0.0,0.0,0
20050102:2200,0.0,0.0,0.0,0.0,0.0,0
20050102:2300,0.0,0.0,0.0,0.0,0.0,0
20050103:0000,0.0,0.0,0.0,0.0,0.0,0
20050103:0100,0.0,0.0,0.0,0.0,0.0,0
20050103:0200,0.0,0.0,0.0,0.0,0.0,0
20050103:0300,0.0,0.0,0.0,0.0,0.0,0
20050103:0400,0.0,0.0,0.0,0.0,0.0,0
20050103:0500,0.0,0.0,0.0,0.0,0.0,0
20050103:0600,0.0,0.0,0.0,0.0,0.0,0
20050103:0700,125.80852428778586,0.0,0.0,0.0,0.0,0
20050103:0800,398.3023394398648,0.0,0.0,0.0,0.0,0
20050103:0900,609.7241645559313,0.0,0.0,0.0,0.0,0
20050103:1000,728.965952392407,0.0,0.0,0.0,0.0,0
20050103:1100,849.1530325352257,0.0,0.0,0.0,0.0,0
20050103:1200,857.7339214644563,0.0,0.0,0.0,0.0,0
20050103:1300,799.2866765307205,0.0,0.0,0.0,0.0,0
20050103:1400,712.2956332990166,0.0,0.0,0.0,0.0,0
20050103:1500,599.3869737024687,0.0,0.0,0.0,0.0,0
20050103:1600,384.657315344712,0.0,0.0,0.0,0.0,0
20050103:1700,144.33817001508496,0.0,0.0,0.0,0.0,0
20050103:1800,0.0,0.0,0.0,0.0,0.0,0
20050103:1900,0.0,0.0,0.0,0.0,0.0,0
20050103:2000,0.0,0.0,0.0,0.0,0.0,0
20050103:2100,0.0,0.0,0.0,0.0,0.0,0
20050103:2200,0.0,0.0,0.0,0.0,0.0,0
20050103:2300,0.0,0.0,0.0,0.0,0.0,0
20050104:0000,0.0,0.0,0.0,0.0,0.0,0
20050104:0100,0.0,0.0,0.0,0.0,0.0,0
20050104:0200,0.0,0.0,0.0,0.0,0.0,0
20050104:0300,0.0,0.0,0.0,0.0,0.0,0
20050104:0400,0.0,0.0,0.0,0.0,0.0,0
20050104:0500,0.0,0.0,0.0,0.0,0.0,0
20050104:0600,0.0,0.0,0.0,0.0,0.0,0
20050104:0700,144.73130528709888,0.0,0.0,0.0,0.0,0
20050104:0800,355.14340879068163,0.0,0.0,0.0,0.0,0
20050104:0900,590.6046926444369,0.0,0.0,0.0,0.0,0
20050104:1000,757.1725264086134,0.0,0.0,0.0,0.0,0
20050104:1100,844.683999327834,0.0,0.0,0.0,0.0,0
20050104:1200,844.77847451351,0.0,0.0,0.0,0.0,0
20050104:1300,770.7623096396394,0.0,0.0,0.0,0.0,0
20050104:1400,718.020204798068,0.0,0.0,0.0,0.0,0
20050104:1500,577.7368515637661,0.0,0.0,0.0,0.0,0
20050104:1600,347.9148843754713,0.0,0.0,0.0,0.0,0
20050104:1700,100.31958674605903,0.0,0.0,0.0,0.0,0
20050104:1800,0.0,0.0,0.0,0.0,0.0,0
20050104:1900,0.0,0.0,0.0,0.0,0.0,0
20050104:2000,0.0,0.0,0.0,0.0,0.0,0
20050104:2100,0.0,0.0,0.0,0.0,0.0,0
20050104:2200,0.0,0.0,0.0,0.0,0.0,0
20050104:2300,0.0,0.0,0.0,0.0,0.0,0
20050105:0000,0.0,0.0,0.0,0.0,0.0,0
20050105:0100,0.0,0.0,0.0,0.0,0.0,0
20050105:0200,0.0,0.0,0.0,0.0,0.0,0
20050105:0300,0.0,0.0,0.0,0.0,0.0,0
20050105:0400,0.0,0.0,0.0,0.0,0.0,0
20050105:0500,0.0,0.0,0.0,0.0,0.0,0
20050105:0600,0.0,0.0,0.0,0.0,0.0,0
20050105:0700,9.174519481109085,0.0,0.0,0.0,0.0,0
20050105:0800,394.22084124879564,0.0,0.0,0.0,0.0,0
20050105:0900,572.9616561285131,0.0,0.0,0.0,0.0,0
20050105:1000,742.7523837848915,0.0,0.0,0.0,0.0,0
20050105:1100,837.0817656468008,0.0,0.0,0.0,0.0,0
20050105:1200,740.6521966275776,0.0,0.0,0.0,0.0,0
20050105:1300,834.6353203601685,0.0,0.0,0.0,0.0,0
20050105:1400,742.7640585447396,0.0,0.0,0.0,0.0,0
20050105:1500,613.701551873302,0.0,0.0,0.0,0.0,0
20050105:1600,422.2923526416075,0.0,0.0,0.0,0.0,0
20050105:1700,146.0512530326662,0.0,0.0,0.0,0.0,0
20050105:1800,0.0,0.0,0.0,0.0,0.0,0
20050105:1900,0.0,0.0,0.0,0.0,0.0,0
20050105:2000,0.0,0.0,0.0,0.0,0.0,0
20050105:2100,0.0,0.0,0.0,0.0,0.0,0
20050105:2200,0.0,0.0,0.0,0.0,0.0,0
20050105:2300,0.0,0.0,0.0,0.0,0.0,0
20050106:0000,0.0,0.0,0.0,0.0,0.0,0
20050106:0100,0.0,0.0,0.0,0.0,0.0,0
20050106:0200,0.0,0.0,0.0,0.0,0.0,0
20050106:0300,0.0,0.0,0.0,0.0,0.0,0
20050106:0400,0.0,0.0,0.0,0.0,0.0,0
20050106:0500,0.0,0.0,0.0,0.0,0.0,0
20050106:0600,0.0,0.0,0.0,0.0,0.0,0
20050106:0700,116.66639035140935,0.0,0.0,0.0,0.0,0
20050106:0800,402.4816755425559,0.0,0.0,0.0,0.0,0
20050106:0900,576.4506230757898,0.0,0.0,0.0,0.0,0
20050106:1000,736.3755623536997,0.0,0.0,0.0,0.0,0
20050106:1100,821.2724465619947,0.0,0.0,0.0,0.0,0
20050106:1200,819.2018418182059,0.0,0.0,0.0,0.0,0
20050106:1300,852.8899150191037,0.0,0.0,0.0,0.0,0
20050106:1400,745.8454232147616,0.0,0.0,0.0,0.0,0
20050106:1500,588.7829351140605,0.0,0.0,0.0,0.0,0
20050106:1600,391.2149368432801,0.0,0.0,0.0,0.0,0
20050106:1700,121.95217472250678,0.0,0.0,0.0,0.0,0
20050106:1800,0.0,0.0,0.0,0.0,0.0,0
20050106:1900,0.0,0.0,0.0,0.0,0.0,0
20050106:2000,0.0,0.0,0.0,0.0,0.0,0
20050106:2100,0.0,0.0,0.0,0.0,0.0,0
20050106:2200,0.0,0.0,0.0,0.0,0.0,0
20050106:2300,0.0,0.0,0.0,0.0,0.0,0
20050107:0000,0.0,0.0,0.0,0.0,0.0,0
20050107:0100,0.0,0.0,0.0,0.0,0.0,0
20050107:0200,0.0,0.0,0.0,0.0,0.0,0
20050107:0300,0.0,0.0,0.0,0.0,0.0,0
20050107:0400,0.0,0.0,0.0,0.0,0.0,0
20050107:0500,0.0,0.0,0.0,0.0,0.0,0
20050107:0600,0.0,0.0,0.0,0.0,0.0,0
20050107:0700,116.06952632367836,0.0,0.0,0.0,0.0,0
20050107:0800,381.3214677434786,0.0,0.0,0.0,0.0,0
20050107:0900,595.6191469354234,0.0,0.0,0.0,0.0,0
20050107:1000,709.128000925165,0.0,0.0,0.0,0.0,0
20050107:1100,823.7804314159547,0.0,0.0,0.0,0.0,0
20050107:1200,831.9716622780245,0.0,0.0,0.0,0.0,0
20050107:1300,812.2071696894195,0.0,0.0,0.0,0.0,0
20050107:1400,680.6804487118688,0.0,0.0,0.0,0.0,0
20050107:1500,557.3600254176931,0.0,0.0,0.0,0.0,0
20050107:1600,339.44498764182345,0.0,0.0,0.0,0.0,0
20050107:1700,136.41265870389344,0.0,0.0,0.0,0.0,0
20050107:1800,0.0,0.0,0.0,0.0,0.0,0
20050107:1900,0.0,0.0,0.0,0.0,0.0,0
20050107:2000,0.0,0.0,0.0,0.0,0.0,0
20050107:2100,0.0,0.0,0.0,0.0,0.0,0
20050107:2200,0.0,0.0,0.0,0.0,0.0,0
20050107:2300,0.0,0.0,0.0,0.0,0.0,0
20050108:0000,0.0,0.0,0.0,0.0,0.0,0
20050108:0100,0.0,0.0,0.0,0.0,0.0,0
20050108:0200,0.0,0.0,0.0,0.0,0.0,0
20050108:0300,0.0,0.0,0.0,0.0,0.0,0
20050108:0400,0.0,0.0,0.0,0.0,0.0,0
20050108:0500,0.0,0.0,0.0,0.0,0.0,0
20050108:0600,0.0,0.0,0.0,0.0,0.0,0
20050108:0700,135.23193723289424,0.0,0.0,0.0,0.0,0
20050108:0800,401.9896533792267,0.0,0.0,0.0,0.0,0
20050108:0900,634.380548753065,0.0,0.0,0.0,0.0,0
20050108:1000,784.9634645803031,0.0,0.0,0.0,0.0,0
20050108:1100,865.1146487231096,0.0,0.0,0.0,0.0,0
20050108:1200,826.743643862361,0.0,0.0,0.0,0.0,0
20050108:1300,773.9720043835337,0.0,0.0,0.0,0.0,0
20050108:1400,696.2200195139635,0.0,0.0,0.0,0.0,0
20050108:1500,340.4402138933664,0.0,0.0,0.0,0.0,0
20050108:1600,358.5031578916632,0.0,0.0,0.0,0.0,0
20050108:1700,88.9101365485388,0.0,0.0,0.0,0.0,0
20050108:1800,0.0,0.0,0.0,0.0,0.0,0
20050108:1900,0.0,0.0,0.0,0.0,0.0,0
20050108:2000,0.0,0.0,0.0,0.0,0.0,0
20050108:2100,0.0,0.0,0.0,0.0,0.0,0
20050108:2200,0.0,0.0,0.0,0.0,0.0,0
20050108:2300,0.0,0.0,0.0,0.0,0.0,0
20050109:0000,0.0,0.0,0.0,0.0,0.0,0
20050109:0100,0.0,0.0,0.0,0.0,0.0,0
20050109:0200,0.0,0.0,0.0,0.0,0.0,0
20050109:0300,0.0,0.0,0.0,0.0,0.0,0
20050109:0400,0.0,0.0,0.0,0.0,0.0,0
20050109:0500,0.0,0.0,0.0,0.0,0.0,0
20050109:0600,0.0,0.0,0.0,0.0,0.0,0
20050109:0700,108.93727464878832,0.0,0.0,0.0,0.0,0
20050109:0800,203.2394560014889,0.0,0.0,0.0,0.0,0
20050109:0900,409.9177586218335,0.0,0.0,0.0,0.0,0
20050109:1000,569.2042461672378,0.0,0.0,0.0,0.0,0
20050109:1100,735.261759774158,0.0,0.0,0.0,0.0,0
20050109:1200,844.99064425106,0.0,0.0,0.0,0.0,0
20050109:1300,866.72490104281,0.0,0.0,0.0,0.0,0
20050109:1400,725.1833455052301,0.0,0.0,0.0,0.0,0
20050109:1500,584.817052051601,0.0,0.0,0.0,0.0,0
20050109:1600,389.8041974228103,0.0,0.0,0.0,0.0,0
20050109:1700,141.2462650558477,0.0,0.0,0.0,0.0,0
20050109:1800,0.0,0.0,0.0,0.0,0.0,0
20050109:1900,0.0,0.0,0.0,0.0,0.0,0
20050109:2000,0.0,0.0,0.0,0.0,0.0,0
20050109:2100,0.0,0.0,0.0,0.0,0.0,0
20050109:2200,0.0,0.0,0.0,0.0,0.0,0
20050109:2300,0.0,0.0,0.0,0.0,0.0,0
20050110:0000,0.0,0.0,0.0,0.0,0.0,0
20050110:0100,0.0,0.0,0.0,0.0,0.0,0
20050110:0200,0.0,0.0,0.0,0.0,0.0,0
20050110:0300,0.0,0.0,0.0,0.0,0.0,0
20050110:0400,0.0,0.0,0.0,0.0,0.0,0
20050110:0500,0.0,0.0,0.0,0.0,0.0,0
20050110:0600,0.0,0.0,0.0,0.0,0.0,0
20050110:0700,117.08933184251636,0.0,0.0,0.0,0.0,0
20050110:0800,398.4196245061636,0.0,0.0,0.0,0.0,0
20050110:0900,587.0431648993409,0.0,0.0,0.0,0.0,0
20050110:1000,731.4796823691277,0.0,0.0,0.0,0.0,0
20050110:1100,797.324172260647,0.0,0.0,0.0,0.0,0
20050110:1200,891.8965738757438,0.0,0.0,0.0,0.0,0
20050110:1300,875.8174193700991,0.0,0.0,0.0,0.0,0
20050110:1400,746.9097438848862,0.0,0.0,0.0,0.0,0
20050110:1500,581.5859820676145,0.0,0.0,0.0,0.0,0
20050110:1600,393.89978347789133,0.0,0.0,0.0,0.0,0
20050110:1700,135.57202725204078,0.0,0.0,0.0,0.0,0
20050110:1800,0.0,0.0,0.0,0.0,0.0,0
20050110:1900,0.0,0.0,0.0,0.0,0.0,0
20050110:2000,0.0,0.0,0.0,0.0,0.0,0
20050110:2100,0.0,0.0,0.0,0.0,0.0,0
20050110:2200,0.0,0.0,0.0,0.0,0.0,0
20050110:2300,0.0,0.0,0.0,0.0,0.0,0
20050111:0000,0.0,0.0,0.0,0.0,0.0,0
20050111:0100,0.0,0.0,0.0,0.0,0.0,0
20050111:0200,0.0,0.0,0.0,0.0,0.0,0
20050111:0300,0.0,0.0,0.0,0.0,0.0,0
20050111:0400,0.0,0.0,0.0,0.0,0.0,0
20050111:0500,0.0,0.0,0.0,0.0,0.0,0
20050111:0600,0.0,0.0,0.0,0.0,0.0,0
20050111:0700,151.0370834827578,0.0,0.0,0.0,0.0,0
20050111:0800,393.0267723802084,0.0,0.0,0.0,0.0,0
20050111:0900,640.2609004596183,0.0,0.0,0.0,0.0,0
20050111:1000,778.8120165337195,0.0,0.0,0.0,0.0,0
