Latitude (decimal degrees):11
Longitude (decimal degrees):0
Elevation (m):256.0
Radiation database:PVGIS-SARAH2


Slope: 15 deg. (optimum)
Azimuth: 0 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	0.0
time,P,G(i),H_sun,T2m,WS10m,Int
20050101:0000,0.0,0.0,0.0,0.0,0.0,0
20050101:0100,0.0,0.0,0.0,0.0,0.0,0
20050101:0200,0.0,0.0,0.0,0.0,0.0,0
20050101:0300,0.0,0.0,0.0,0.0,0.0,0
20050101:0400,0.0,0.0,0.0,0.0,0.0,0
20050101:0500,0.0,0.0,0.0,0.0,0.0,0
20050101:0600,0.0,0.0,0.0,0.0,0.0,0
20050101:0700,119.90794023662927,0.0,0.0,0.0,0.0,0
20050101:0800,378.44389403995564,0.0,0.0,0.0,0.0,0
20050101:0900,598.4978847581918,0.0,0.0,0.0,0.0,0
20050101:1000,726.4104408256668,0.0,0.0,0.0,0.0,0
20050101:1100,795.89242781701,0.0,0.0,0.0,0.0,0
20050101:1200,925.2278942633204,0.0,0.0,0.0,0.0,0
20050101:1300,861.8110050255515,0.0,0.0,0.0,0.0,0
20050101:1400,762.0331322747961,0.0,0.0,0.0,0.0,0
20050101:1500,480.2841957045292,0.0,0.0,0.0,0.0,0
20050101:1600,244.5555444114758,0.0,0.0,0.0,0.0,0
20050101:1700,64.68185252261048,0.0,0.0,0.0,0.0,0
20050101:1800,0.0,0.0,0.0,0.0,0.0,0
20050101:1900,0.0,0.0,0.0,0.0,0.0,0
20050101:2000,0.0,0.0,0.0,0.0,0.0,0
20050101:2100,0.0,0.0,0.0,0.0,0.0,0
20050101:2200,0.0,0.0,0.0,0.0,0.0,0
20050101:2300,0.0,0.0,0.0,0.0,0.0,0
20050102:0000,0.0,0.0,0.0,0.0,0.0,0
20050102:0100,0.0,0.0,0.0,0.0,0.0,0
20050102:0200,0.0,0.0,0.0,0.0,0.0,0
20050102:0300,0.0,0.0,0.0,0.0,0.0,0
20050102:0400,0.0,0.0,0.0,0.0,0.0,0
20050102:0500,0.0,0.0,0.0,0.0,0.0,0
20050102:0600,0.0,0.0,0.0,0.0,0.0,0
20050102:0700,39.24739103911278,0.0,0.0,0.0,0.0,0
20050102:0800,249.67211549280455,0.0,0.0,0.0,0.0,0
20050102:0900,571.9692606663787,0.0,0.0,0.0,0.0,0
20050102:1000,737.8104380438762,0.0,0.0,0.0,0.0,0
20050102:1100,817.8316750300098,0.0,0.0,0.0,0.0,0
20050102:1200,810.6202969652056,0.0,0.0,0.0,0.0,0
20050102:1300,873.5381452800311,0.0,0.0,0.0,0.0,0
20050102:1400,794.3580714491186,0.0,0.0,0.0,0.0,0
20050102:1500,634.8148796639313,0.0,0.0,0.0,0.0,0
20050102:1600,475.98895236229504,0.0,0.0,0.0,0.0,0
20050102:1700,235.55269922261206,0.0,0.0,0.0,0.0,0
20050102:1800,0.0,0.0,0.0,0.0,0.0,0
20050102:1900,0.0,0.0,0.0,0.0,0.0,0
20050102:2000,0.0,0.0,0.0,0.0,0.0,0
20050102:2100,0.0,0.0,0.0,0.0,0.0,0
20050102:2200,0.0,0.0,0.0,0.0,0.0,0
20050102:2300,0.0,0.0,0.0,0.0,0.0,0
20050103:0000,0.0,0.0,0.0,0.0,0.0,0
20050103:0100,0.0,0.0,0.0,0.0,0.0,0
20050103:0200,0.0,0.0,0.0,0.0,0.0,0
20050103:0300,0.0,0.0,0.0,0.0,0.0,0
20050103:0400,0.0,0.0,0.0,0.0,0.0,0
20050103:0500,0.0,0.0,0.0,0.0,0.0,0
20050103:0600,0.0,0.0,0.0,0.0,0.0,0
20050103:0700,95.50999902882702,0.0,0.0,0.0,0.0,0
20050103:0800,355.47266982485405,0.0,0.0,0.0,0.0,0
20050103:0900,569.7783719118829,0.0,0.0,0.0,0.0,0
20050103:1000,746.1617223003187,0.0,0.0,0.0,0.0,0
20050103:1100,846.3791294655939,0.0,0.0,0.0,0.0,0
20050103:1200,814.8350553945792,0.0,0.0,0.0,0.0,0
20050103:1300,873.301675077556,0.0,0.0,0.0,0.0,0
20050103:1400,740.9360941684826,0.0,0.0,0.0,0.0,0
20050103:1500,542.1059098601634,0.0,0.0,0.0,0.0,0
20050103:1600,392.6122863058904,0.0,0.0,0.0,0.0,0
20050103:1700,130.74179612603618,0.0,0.0,0.0,0.0,0
20050103:1800,0.0,0.0,0.0,0.0,0.0,0
20050103:1900,0.0,0.0,0.0,0.0,0.0,0
20050103:2000,0.0,0.0,0.0,0.0,0.0,0
20050103:2100,0.0,0.0,0.0,0.0,0.0,0
20050103:2200,0.0,0.0,0.0,0.0,0.0,0
20050103:2300,0.0,0.0,0.0,0.0,0.0,0
20050104:0000,0.0,0.0,0.0,0.0,0.0,0
20050104:0100,0.0,0.0,0.0,0.0,0.0,0
20050104:0200,0.0,0.0,0.0,0.0,0.0,0
20050104:0300,0.0,0.0,0.0,0.0,0.0,0
20050104:0400,0.0,0.0,0.0,0.0,0.0,0
20050104:0500,0.0,0.0,0.0,0.0,0.0,0
20050104:0600,0.0,0.0,0.0,0.0,0.0,0
20050104:0700,125.2077216038289,0.0,0.0,0.0,0.0,0
20050104:0800,395.40395983317273,0.0,0.0,0.0,0.0,0
20050104:0900,578.8682739915165,0.0,0.0,0.0,0.0,0
20050104:1000,787.4634933561958,0.0,0.0,0.0,0.0,0
20050104:1100,900.4199036132089,0.0,0.0,0.0,0.0,0
20050104:1200,877.2344308527416,0.0,0.0,0.0,0.0,0
20050104:1300,845.6330607409107,0.0,0.0,0.0,0.0,0
20050104:1400,743.1807704911915,0.0,0.0,0.0,0.0,0
20050104:1500,596.0079415614097,0.0,0.0,0.0,0.0,0
20050104:1600,390.1325099304353,0.0,0.0,0.0,0.0,0
20050104:1700,122.51784248872033,0.0,0.0,0.0,0.0,0
20050104:1800,0.0,0.0,0.0,0.0,0.0,0
20050104:1900,0.0,0.0,0.0,0.0,0.0,0
20050104:2000,0.0,0.0,0.0,0.0,0.0,0
20050104:2100,0.0,0.0,0.0,0.0,0.0,0
20050104:2200,0.0,0.0,0.0,0.0,0.0,0
20050104:2300,0.0,0.0,0.0,0.0,0.0,0
20050105:0000,0.0,0.0,0.0,0.0,0.0,0
20050105:0100,0.0,0.0,0.0,0.0,0.0,0
20050105:0200,0.0,0.0,0.0,0.0,0.0,0
20050105:0300,0.0,0.0,0.0,0.0,0.0,0
20050105:0400,0.0,0.0,0.0,0.0,0.0,0
20050105:0500,0.0,0.0,0.0,0.0,0.0,0
20050105:0600,0.0,0.0,0.0,0.0,0.0,0
20050105:0700,25.96156481546306,0.0,0.0,0.0,0.0,0
20050105:0800,225.0985633414016,0.0,0.0,0.0,0.0,0
20050105:0900,400.0717686930992,0.0,0.0,0.0,0.0,0
20050105:1000,547.7860809524462,0.0,0.0,0.0,0.0,0
20050105:1100,804.4189462994339,0.0,0.0,0.0,0.0,0
20050105:1200,835.2453005234936,0.0,0.0,0.0,0.0,0
20050105:1300,810.8486438253699,0.0,0.0,0.0,0.0,0
20050105:1400,698.2052248354615,0.0,0.0,0.0,0.0,0
20050105:1500,513.7674866895818,0.0,0.0,0.0,0.0,0
20050105:1600,308.8566629174704,0.0,0.0,0.0,0.0,0
20050105:1700,86.87351143179332,0.0,0.0,0.0,0.0,0
20050105:1800,0.0,0.0,0.0,0.0,0.0,0
20050105:1900,0.0,0.0,0.0,0.0,0.0,0
20050105:2000,0.0,0.0,0.0,0.0,0.0,0
20050105:2100,0.0,0.0,0.0,0.0,0.0,0
20050105:2200,0.0,0.0,0.0,0.0,0.0,0
20050105:2300,0.0,0.0,0.0,0.0,0.0,0
20050106:0000,0.0,0.0,0.0,0.0,0.0,0
20050106:0100,0.0,0.0,0.0,0.0,0.0,0
20050106:0200,0.0,0.0,0.0,0.0,0.0,0
20050106:0300,0.0,0.0,0.0,0.0,0.0,0
20050106:0400,0.0,0.0,0.0,0.0,0.0,0
20050106:0500,0.0,0.0,0.0,0.0,0.0,0
20050106:0600,0.0,0.0,0.0,0.0,0.0,0
20050106:0700,142.54456662133055,0.0,0.0,0.0,0.0,0
20050106:0800,411.72948359192935,0.0,0.0,0.0,0.0,0
20050106:0900,652.0868279131639,0.0,0.0,0.0,0.0,0
20050106:1000,800.4235759779623,0.0,0.0,0.0,0.0,0
20050106:1100,869.9052070994647,0.0,0.0,0.0,0.0,0
20050106:1200,895.3456984579744,0.0,0.0,0.0,0.0,0
20050106:1300,881.0246359729076,0.0,0.0,0.0,0.0,0
20050106:1400,717.4950203062958,0.0,0.0,0.0,0.0,0
20050106:1500,623.3240208777729,0.0,0.0,0.0,0.0,0
20050106:1600,393.1872791426582,0.0,0.0,0.0,0.0,0
20050106:1700,141.8658661188161,0.0,0.0,0.0,0.0,0
20050106:1800,0.0,0.0,0.0,0.0,0.0,0
20050106:1900,0.0,0.0,0.0,0.0,0.0,0
20050106:2000,0.0,0.0,0.0,0.0,0.0,0
20050106:2100,0.0,0.0,0.0,0.0,0.0,0
20050106:2200,0.0,0.0,0.0,0.0,0.0,0
20050106:2300,0.0,0.0,0.0,0.0,0.0,0
20050107:0000,0.0,0.0,0.0,0.0,0.0,0
20050107:0100,0.0,0.0,0.0,0.0,0.0,0
20050107:0200,0.0,0.0,0.0,0.0,0.0,0
20050107:0300,0.0,0.0,0.0,0.0,0.0,0
20050107:0400,0.0,0.0,0.0,0.0,0.0,0
20050107:0500,0.0,0.0,0.0,0.0,0.0,0
20050107:0600,0.0,0.0,0.0,0.0,0.0,0
20050107:0700,115.60783815158896,0.0,0.0,0.0,0.0,0
20050107:0800,369.8815742697418,0.0,0.0,0.0,0.0,0
20050107:0900,580.4605532695101,0.0,0.0,0.0,0.0,0
20050107:1000,781.2806371426285,0.0,0.0,0.0,0.0,0
20050107:1100,863.6509432437555,0.0,0.0,0.0,0.0,0
20050107:1200,854.7893420877488,0.0,0.0,0.0,0.0,0
20050107:1300,837.2492912324462,0.0,0.0,0.0,0.0,0
20050107:1400,743.7054247438017,0.0,0.0,0.0,0.0,0
20050107:1500,587.2673222632549,0.0,0.0,0.0,0.0,0
20050107:1600,266.69559640963115,0.0,0.0,0.0,0.0,0
20050107:1700,132.7540781179318,0.0,0.0,0.0,0.0,0
20050107:1800,0.0,0.0,0.0,0.0,0.0,0
20050107:1900,0.0,0.0,0.0,0.0,0.0,0
20050107:2000,0.0,0.0,0.0,0.0,0.0,0
20050107:2100,0.0,0.0,0.0,0.0,0.0,0
20050107:2200,0.0,0.0,0.0,0.0,0.0,0
20050107:2300,0.0,0.0,0.0,0.0,0.0,0
20050108:0000,0.0,0.0,0.0,0.0,0.0,0
20050108:0100,0.0,0.0,0.0,0.0,0.0,0
20050108:0200,0.0,0.0,0.0,0.0,0.0,0
20050108:0300,0.0,0.0,0.0,0.0,0.0,0
20050108:0400,0.0,0.0,0.0,0.0,0.0,0
20050108:0500,0.0,0.0,0.0,0.0,0.0,0
20050108:0600,0.0,0.0,0.0,0.0,0.0,0
20050108:0700,124.77717521011547,0.0,0.0,0.0,0.0,0
20050108:0800,355.666369562894,0.0,0.0,0.0,0.0,0
20050108:0900,575.1975573656193,0.0,0.0,0.0,0.0,0
20050108:1000,796.6987678084149,0.0,0.0,0.0,0.0,0
20050108:1100,856.7964498082741,0.0,0.0,0.0,0.0,0
20050108:1200,890.302060936921,0.0,0.0,0.0,0.0,0
20050108:1300,857.4544048533965,0.0,0.0,0.0,0.0,0
20050108:1400,740.0470014178443,0.0,0.0,0.0,0.0,0
20050108:1500,612.7789944538199,0.0,0.0,0.0,0.0,0
20050108:1600,353.14297495851457,0.0,0.0,0.0,0.0,0
20050108:1700,90.30054986699652,0.0,0.0,0.0,0.0,0
20050108:1800,0.0,0.0,0.0,0.0,0.0,0
20050108:1900,0.0,0.0,0.0,0.0,0.0,0
20050108:2000,0.0,0.0,0.0,0.0,0.0,0
20050108:2100,0.0,0.0,0.0,0.0,0.0,0
20050108:2200,0.0,0.0,0.0,0.0,0.0,0
20050108:2300,0.0,0.0,0.0,0.0,0.0,0
20050109:0000,0.0,0.0,0.0,0.0,0.0,0
20050109:0100,0.0,0.0,0.0,0.0,0.0,0
20050109:0200,0.0,0.0,0.0,0.0,0.0,0
20050109:0300,0.0,0.0,0.0,0.0,0.0,0
20050109:0400,0.0,0.0,0.0,0.0,0.0,0
20050109:0500,0.0,0.0,0.0,0.0,0.0,0
20050109:0600,0.0,0.0,0.0,0.0,0.0,0
20050109:0700,114.66226816349314,0.0,0.0,0.0,0.0,0
20050109:0800,315.98725742967775,0.0,0.0,0.0,0.0,0
20050109:0900,651.3652904962219,0.0,0.0,0.0,0.0,0
20050109:1000,793.2224952612604,0.0,0.0,0.0,0.0,0
20050109:1100,882.6966723295889,0.0,0.0,0.0,0.0,0
20050109:1200,925.8379791076654,0.0,0.0,0.0,0.0,0
20050109:1300,877.4805902535662,0.0,0.0,0.0,0.0,0
20050109:1400,809.9647188564877,0.0,0.0,0.0,0.0,0
20050109:1500,670.0906873714871,0.0,0.0,0.0,0.0,0
20050109:1600,408.2098594723392,0.0,0.0,0.0,0.0,0
20050109:1700,131.4599522815452,0.0,0.0,0.0,0.0,0
20050109:1800,0.0,0.0,0.0,0.0,0.0,0
20050109:1900,0.0,0.0,0.0,0.0,0.0,0
20050109:2000,0.0,0.0,0.0,0.0,0.0,0
20050109:2100,0.0,0.0,0.0,0.0,0.0,0
20050109:2200,0.0,0.0,0.0,0.0,0.0,0
20050109:2300,0.0,0.0,0.0,0.0,0.0,0
20050110:0000,0.0,0.0,0.0,0.0,0.0,0
20050110:0100,0.0,0.0,0.0,0.0,0.0,0
20050110:0200,0.0,0.0,0.0,0.0,0.0,0
20050110:0300,0.0,0.0,0.0,0.0,0.0,0
20050110:0400,0.0,0.0,0.0,0.0,0.0,0
20050110:0500,0.0,0.0,0.0,0.0,0.0,0
20050110:0600,0.0,0.0,0.0,0.0,0.0,0
20050110:0700,118.09873022400102,0.0,0.0,0.0,0.0,0
20050110:0800,395.22558549658487,0.0,0.0,0.0,0.0,0
20050110:0900,586.2367589510748,0.0,0.0,0.0,0.0,0
20050110:1000,751.9363008783729,0.0,0.0,0.0,0.0,0
20050110:1100,775.2106941674472,0.0,0.0,0.0,0.0,0
20050110:1200,847.3017116484048,0.0,0.0,0.0,0.0,0
20050110:1300,812.8450561867617,0.0,0.0,0.0,0.0,0
20050110:1400,738.6421006300646,0.0,0.0,0.0,0.0,0
20050110:1500,556.224676164349,0.0,0.0,0.0,0.0,0
20050110:1600,339.05794004955305,0.0,0.0,0.0,0.0,0
20050110:1700,111.18310652509406,0.0,0.0,0.0,0.0,0
20050110:1800,0.0,0.0,0.0,0.0,0.0,0
20050110:1900,0.0,0.0,0.0,0.0,0.0,0
20050110:2000,0.0,0.0,0.0,0.0,0.0,0
20050110:2100,0.0,0.0,0.0,0.0,0.0,0
20050110:2200,0.0,0.0,0.0,0.0,0.0,0
20050110:2300,0.0,0.0,0.0,0.0,0.0,0
20050111:0000,0.0,0.0,0.0,0.0,0.0,0
20050111:0100,0.0,0.0,0.0,0.0,0.0,0
20050111:0200,0.0,0.0,0.0,0.0,0.0,0
20050111:0300,0.0,0.0,0.0,0.0,0.0,0
20050111:0400,0.0,0.0,0.0,0.0,0.0,0
20050111:0500,0.0,0.0,0.0,0.0,0.0,0
20050111:0600,0.0,0.0,0.0,0.0,0.0,0
20050111:0700,55.99373050067073,0.0,0.0,0.0,0.0,0
20050111:0800,324.2882865141475,0.0,0.0,0.0,0.0,0
20050111:0900,578.4579108312918,0.0,0.0,0.0,0.0,0
20050111:1000,765.093630259915,0.0,0.0,0.0,0.0,0
