Latitude (decimal degrees):11
Longitude (decimal degrees):0
Elevation (m):256.0
Radiation database:PVGIS-SARAH2


Slope: 15 deg. (optimum)
Azimuth: 0 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	0.0
time,P,G(i),H_sun,T2m,WS10m,Int
20050101:0000,0.0,0.0,0.0,0.0,0.0,0
20050101:0100,0.0,0.0,0.0,0.0,0.0,0
20050101:0200,0.0,0.0,0.0,0.0,0.0,0
20050101:0300,0.0,0.0,0.0,0.0,0.0,0
20050101:0400,0.0,0.0,0.0,0.0,0.0,0
20050101:0500,0.0,0.0,0.0,0.0,0.0,0
20050101:0600,0.0,0.0,0.0,0.0,0.0,0
20050101:0700,115.3093735057873,0.0,0.0,0.0,0.0,0
20050101:0800,371.55916470517246,0.0,0.0,0.0,0.0,0
20050101:0900,577.6379867744836,0.0,0.0,0.0,0.0,0
20050101:1000,716.9639521363299,0.0,0.0,0.0,0.0,0
20050101:1100,843.2488793730379,0.0,0.0,0.0,0.0,0
20050101:1200,812.4474335073312,0.0,0.0,0.0,0.0,0
20050101:1300,880.370161524912,0.0,0.0,0.0,0.0,0
20050101:1400,758.3562824921045,0.0,0.0,0.0,0.0,0
20050101:1500,560.2726209694887,0.0,0.0,0.0,0.0,0
20050101:1600,339.91076541916846,0.0,0.0,0.0,0.0,0
20050101:1700,104.22717370722279,0.0,0.0,0.0,0.0,0
20050101:1800,0.0,0.0,0.0,0.0,0.0,0
20050101:1900,0.0,0.0,0.0,0.0,0.0,0
20050101:2000,0.0,0.0,0.0,0.0,0.0,0
20050101:2100,0.0,0.0,0.0,0.0,0.0,0
20050101:2200,0.0,0.0,0.0,0.0,0.0,0
20050101:2300,0.0,0.0,0.0,0.0,0.0,0
20050102:0000,0.0,0.0,0.0,0.0,0.0,0
20050102:0100,0.0,0.0,0.0,0.0,0.0,0
20050102:0200,0.0,0.0,0.0,0.0,0.0,0
20050102:0300,0.0,0.0,0.0,0.0,0.0,0
20050102:0400,0.0,0.0,0.0,0.0,0.0,0
20050102:0500,0.0,0.0,0.0,0.0,0.0,0
20050102:0600,0.0,0.0,0.0,0.0,0.0,0
20050102:0700,123.1573120238372,0.0,0.0,0.0,0.0,0
20050102:0800,357.28235427992115,0.0,0.0,0.0,0.0,0
20050102:0900,570.0736913538776,0.0,0.0,0.0,0.0,0
20050102:1000,732.6762124678562,0.0,0.0,0.0,0.0,0
20050102:1100,833.1075171839321,0.0,0.0,0.0,0.0,0
20050102:1200,896.1517406024138,0.0,0.0,0.0,0.0,0
20050102:1300,840.5867666386767,0.0,0.0,0.0,0.0,0
20050102:1400,743.8867134949805,0.0,0.0,0.0,0.0,0
20050102:1500,582.879373640895,0.0,0.0,0.0,0.0,0
20050102:1600,371.1375820811522,0.0,0.0,0.0,0.0,0
20050102:1700,123.30814414912224,0.0,0.0,0.0,0.0,0
20050102:1800,0.0,0.0,0.0,0.0,0.0,0
20050102:1900,0.0,0.0,0.0,0.0,0.0,0
20050102:2000,0.0,0.0,0.0,0.0,0.0,0
20050102:2100,0.0,0.0,0.0,0.0,0.0,0
20050102:2200,0.0,0.0,0.0,0.0,0.0,0
20050102:2300,0.0,0.0,0.0,0.0,0.0,0
20050103:0000,0.0,0.0,0.0,0.0,0.0,0
20050103:0100,0.0,0.0,0.0,0.0,0.0,0
20050103:0200,0.0,0.0,0.0,0.0,0.0,0
20050103:0300,0.0,0.0,0.0,0.0,0.0,0
20050103:0400,0.0,0.0,0.0,0.0,0.0,0
20050103:0500,0.0,0.0,0.0,0.0,0.0,0
20050103:0600,0.0,0.0,0.0,0.0,0.0,0
20050103:0700,141.6447095025489,0.0,0.0,0.0,0.0,0
20050103:0800,385.1461078409466,0.0,0.0,0.0,0.0,0
20050103:0900,647.1751096668788,0.0,0.0,0.0,0.0,0
20050103:1000,793.4483979213642,0.0,0.0,0.0,0.0,0
20050103:1100,861.8114870784694,0.0,0.0,0.0,0.0,0
20050103:1200,894.5671962822269,0.0,0.0,0.0,0.0,0
20050103:1300,865.8391570631228,0.0,0.0,0.0,0.0,0
20050103:1400,756.2945875141974,0.0,0.0,0.0,0.0,0
20050103:1500,597.4963699857943,0.0,0.0,0.0,0.0,0
20050103:1600,324.88579494306373,0.0,0.0,0.0,0.0,0
20050103:1700,75.07997364738824,0.0,0.0,0.0,0.0,0
20050103:1800,0.0,0.0,0.0,0.0,0.0,0
20050103:1900,0.0,0.0,0.0,0.0,0.0,0
20050103:2000,0.0,0.0,0.0,0.0,0.0,0
20050103:2100,0.0,0.0,0.0,0.0,0.0,0
20050103:2200,0.0,0.0,0.0,0.0,0.0,0
20050103:2300,0.0,0.0,0.0,0.0,0.0,0
20050104:0000,0.0,0.0,0.0,0.0,0.0,0
20050104:0100,0.0,0.0,0.0,0.0,0.0,0
20050104:0200,0.0,0.0,0.0,0.0,0.0,0
20050104:0300,0.0,0.0,0.0,0.0,0.0,0
20050104:0400,0.0,0.0,0.0,0.0,0.0,0
20050104:0500,0.0,0.0,0.0,0.0,0.0,0
20050104:0600,0.0,0.0,0.0,0.0,0.0,0
20050104:0700,120.39805944334705,0.0,0.0,0.0,0.0,0
20050104:0800,400.040032357233,0.0,0.0,0.0,0.0,0
20050104:0900,638.1376634128131,0.0,0.0,0.0,0.0,0
20050104:1000,794.6140254592335,0.0,0.0,0.0,0.0,0
20050104:1100,873.6964826330569,0.0,0.0,0.0,0.0,0
20050104:1200,890.6106407220392,0.0,0.0,0.0,0.0,0
20050104:1300,850.5828666947815,0.0,0.0,0.0,0.0,0
20050104:1400,711.7598077592108,0.0,0.0,0.0,0.0,0
20050104:1500,591.0209760368754,0.0,0.0,0.0,0.0,0
20050104:1600,372.5108930673402,0.0,0.0,0.0,0.0,0
20050104:1700,105.83113215699842,0.0,0.0,0.0,0.0,0
20050104:1800,0.0,0.0,0.0,0.0,0.0,0
20050104:1900,0.0,0.0,0.0,0.0,0.0,0
20050104:2000,0.0,0.0,0.0,0.0,0.0,0
20050104:2100,0.0,0.0,0.0,0.0,0.0,0
20050104:2200,0.0,0.0,0.0,0.0,0.0,0
20050104:2300,0.0,0.0,0.0,0.0,0.0,0
20050105:0000,0.0,0.0,0.0,0.0,0.0,0
20050105:0100,0.0,0.0,0.0,0.0,0.0,0
20050105:0200,0.0,0.0,0.0,0.0,0.0,0
20050105:0300,0.0,0.0,0.0,0.0,0.0,0
20050105:0400,0.0,0.0,0.0,0.0,0.0,0
20050105:0500,0.0,0.0,0.0,0.0,0.0,0
20050105:0600,0.0,0.0,0.0,0.0,0.0,0
20050105:0700,107.90302464380333,0.0,0.0,0.0,0.0,0
20050105:0800,354.2113894325009,0.0,0.0,0.0,0.0,0
20050105:0900,578.1408059559831,0.0,0.0,0.0,0.0,0
20050105:1000,775.4053334608698,0.0,0.0,0.0,0.0,0
20050105:1100,884.2353734154792,0.0,0.0,0.0,0.0,0
20050105:1200,913.0788920500341,0.0,0.0,0.0,0.0,0
20050105:1300,865.9923004505603,0.0,0.0,0.0,0.0,0
20050105:1400,727.0642820086798,0.0,0.0,0.0,0.0,0
20050105:1500,617.5631820542621,0.0,0.0,0.0,0.0,0
20050105:1600,370.53148824618034,0.0,0.0,0.0,0.0,0
20050105:1700,149.55715333113346,0.0,0.0,0.0,0.0,0
20050105:1800,0.0,0.0,0.0,0.0,0.0,0
20050105:1900,0.0,0.0,0.0,0.0,0.0,0
20050105:2000,0.0,0.0,0.0,0.0,0.0,0
20050105:2100,0.0,0.0,0.0,0.0,0.0,0
20050105:2200,0.0,0.0,0.0,0.0,0.0,0
20050105:2300,0.0,0.0,0.0,0.0,0.0,0
20050106:0000,0.0,0.0,0.0,0.0,0.0,0
20050106:0100,0.0,0.0,0.0,0.0,0.0,0
20050106:0200,0.0,0.0,0.0,0.0,0.0,0
20050106:0300,0.0,0.0,0.0,0.0,0.0,0
20050106:0400,0.0,0.0,0.0,0.0,0.0,0
20050106:0500,0.0,0.0,0.0,0.0,0.0,0
20050106:0600,0.0,0.0,0.0,0.0,0.0,0
20050106:0700,126.35798261377208,0.0,0.0,0.0,0.0,0
20050106:0800,392.7048408074446,0.0,0.0,0.0,0.0,0
20050106:0900,628.5259801397634,0.0,0.0,0.0,0.0,0
20050106:1000,775.855743512893,0.0,0.0,0.0,0.0,0
20050106:1100,895.5419603464183,0.0,0.0,0.0,0.0,0
20050106:1200,875.3225874385748,0.0,0.0,0.0,0.0,0
20050106:1300,858.2222467700059,0.0,0.0,0.0,0.0,0
20050106:1400,759.1135218382137,0.0,0.0,0.0,0.0,0
20050106:1500,622.9129225954775,0.0,0.0,0.0,0.0,0
20050106:1600,415.45950934909797,0.0,0.0,0.0,0.0,0
20050106:1700,155.54677575039162,0.0,0.0,0.0,0.0,0
20050106:1800,0.0,0.0,0.0,0.0,0.0,0
20050106:1900,0.0,0.0,0.0,0.0,0.0,0
20050106:2000,0.0,0.0,0.0,0.0,0.0,0
20050106:2100,0.0,0.0,0.0,0.0,0.0,0
20050106:2200,0.0,0.0,0.0,0.0,0.0,0
20050106:2300,0.0,0.0,0.0,0.0,0.0,0
20050107:0000,0.0,0.0,0.0,0.0,0.0,0
20050107:0100,0.0,0.0,0.0,0.0,0.0,0
20050107:0200,0.0,0.0,0.0,0.0,0.0,0
20050107:0300,0.0,0.0,0.0,0.0,0.0,0
20050107:0400,0.0,0.0,0.0,0.0,0.0,0
20050107:0500,0.0,0.0,0.0,0.0,0.0,0
20050107:0600,0.0,0.0,0.0,0.0,0.0,0
20050107:0700,119.07930019409606,0.0,0.0,0.0,0.0,0
20050107:0800,356.1122352447387,0.0,0.0,0.0,0.0,0
20050107:0900,594.823249803518,0.0,0.0,0.0,0.0,0
20050107:1000,709.5555134567469,0.0,0.0,0.0,0.0,0
20050107:1100,899.8211925408771,0.0,0.0,0.0,0.0,0
20050107:1200,913.6267888838089,0.0,0.0,0.0,0.0,0
20050107:1300,884.7343497658422,0.0,0.0,0.0,0.0,0
20050107:1400,812.3020622826914,0.0,0.0,0.0,0.0,0
20050107:1500,650.9810848291463,0.0,0.0,0.0,0.0,0
20050107:1600,477.2274370789276,0.0,0.0,0.0,0.0,0
20050107:1700,243.45509066771643,0.0,0.0,0.0,0.0,0
20050107:1800,0.0,0.0,0.0,0.0,0.0,0
20050107:1900,0.0,0.0,0.0,0.0,0.0,0
20050107:2000,0.0,0.0,0.0,0.0,0.0,0
20050107:2100,0.0,0.0,0.0,0.0,0.0,0
20050107:2200,0.0,0.0,0.0,0.0,0.0,0
20050107:2300,0.0,0.0,0.0,0.0,0.0,0
20050108:0000,0.0,0.0,0.0,0.0,0.0,0
20050108:0100,0.0,0.0,0.0,0.0,0.0,0
20050108:0200,0.0,0.0,0.0,0.0,0.0,0
20050108:0300,0.0,0.0,0.0,0.0,0.0,0
20050108:0400,0.0,0.0,0.0,0.0,0.0,0
20050108:0500,0.0,0.0,0.0,0.0,0.0,0
20050108:0600,0.0,0.0,0.0,0.0,0.0,0
20050108:0700,119.10768989441316,0.0,0.0,0.0,0.0,0
20050108:0800,401.68588769964344,0.0,0.0,0.0,0.0,0
20050108:0900,628.4483080878659,0.0,0.0,0.0,0.0,0
20050108:1000,799.0488762615819,0.0,0.0,0.0,0.0,0
20050108:1100,856.7732632925392,0.0,0.0,0.0,0.0,0
20050108:1200,913.4504521325583,0.0,0.0,0.0,0.0,0
20050108:1300,862.9566929505623,0.0,0.0,0.0,0.0,0
20050108:1400,778.5273744746689,0.0,0.0,0.0,0.0,0
20050108:1500,642.9847523095225,0.0,0.0,0.0,0.0,0
20050108:1600,477.6040231195172,0.0,0.0,0.0,0.0,0
20050108:1700,234.75620739194562,0.0,0.0,0.0,0.0,0
20050108:1800,0.0,0.0,0.0,0.0,0.0,0
20050108:1900,0.0,0.0,0.0,0.0,0.0,0
20050108:2000,0.0,0.0,0.0,0.0,0.0,0
20050108:2100,0.0,0.0,0.0,0.0,0.0,0
20050108:2200,0.0,0.0,0.0,0.0,0.0,0
20050108:2300,0.0,0.0,0.0,0.0,0.0,0
20050109:0000,0.0,0.0,0.0,0.0,0.0,0
20050109:0100,0.0,0.0,0.0,0.0,0.0,0
20050109:0200,0.0,0.0,0.0,0.0,0.0,0
20050109:0300,0.0,0.0,0.0,0.0,0.0,0
20050109:0400,0.0,0.0,0.0,0.0,0.0,0
20050109:0500,0.0,0.0,0.0,0.0,0.0,0
20050109:0600,0.0,0.0,0.0,0.0,0.0,0
20050109:0700,96.24157800576428,0.0,0.0,0.0,0.0,0
20050109:0800,366.87197994808173,0.0,0.0,0.0,0.0,0
20050109:0900,598.9982229933483,0.0,0.0,0.0,0.0,0
20050109:1000,780.2740784708602,0.0,0.0,0.0,0.0,0
20050109:1100,905.9442784888204,0.0,0.0,0.0,0.0,0
20050109:1200,884.1692901852842,0.0,0.0,0.0,0.0,0
20050109:1300,849.1791715774117,0.0,0.0,0.0,0.0,0
20050109:1400,766.0515459118661,0.0,0.0,0.0,0.0,0
20050109:1500,540.1052680891511,0.0,0.0,0.0,0.0,0
20050109:1600,364.3372938976368,0.0,0.0,0.0,0.0,0
20050109:1700,112.29450061331642,0.0,0.0,0.0,0.0,0
20050109:1800,0.0,0.0,0.0,0.0,0.0,0
20050109:1900,0.0,0.0,0.0,0.0,0.0,0
20050109:2000,0.0,0.0,0.0,0.0,0.0,0
20050109:2100,0.0,0.0,0.0,0.0,0.0,0
20050109:2200,0.0,0.0,0.0,0.0,0.0,0
20050109:2300,0.0,0.0,0.0,0.0,0.0,0
20050110:0000,0.0,0.0,0.0,0.0,0.0,0
20050110:0100,0.0,0.0,0.0,0.0,0.0,0
20050110:0200,0.0,0.0,0.0,0.0,0.0,0
20050110:0300,0.0,0.0,0.0,0.0,0.0,0
20050110:0400,0.0,0.0,0.0,0.0,0.0,0
20050110:0500,0.0,0.0,0.0,0.0,0.0,0
20050110:0600,0.0,0.0,0.0,0.0,0.0,0
20050110:0700,27.217381416528326,0.0,0.0,0.0,0.0,0
20050110:0800,289.6870871977761,0.0,0.0,0.0,0.0,0
20050110:0900,498.3590166802985,0.0,0.0,0.0,0.0,0
20050110:1000,752.6078592142344,0.0,0.0,0.0,0.0,0
20050110:1100,805.8576601476466,0.0,0.0,0.0,0.0,0
20050110:1200,902.9194313455042,0.0,0.0,0.0,0.0,0
20050110:1300,838.1049951828809,0.0,0.0,0.0,0.0,0
20050110:1400,720.0647836654706,0.0,0.0,0.0,0.0,0
20050110:1500,553.143784141299,0.0,0.0,0.0,0.0,0
20050110:1600,362.89639446899605,0.0,0.0,0.0,0.0,0
20050110:1700,5.1777157791160855,0.0,0.0,0.0,0.0,0
20050110:1800,0.0,0.0,0.0,0.0,0.0,0
20050110:1900,0.0,0.0,0.0,0.0,0.0,0
20050110:2000,0.0,0.0,0.0,0.0,0.0,0
20050110:2100,0.0,0.0,0.0,0.0,0.0,0
20050110:2200,0.0,0.0,0.0,0.0,0.0,0
20050110:2300,0.0,0.0,0.0,0.0,0.0,0
20050111:0000,0.0,0.0,0.0,0.0,0.0,0
20050111:0100,0.0,0.0,0.0,0.0,0.0,0
20050111:0200,0.0,0.0,0.0,0.0,0.0,0
20050111:0300,0.0,0.0,0.0,0.0,0.0,0
20050111:0400,0.0,0.0,0.0,0.0,0.0,0
20050111:0500,0.0,0.0,0.0,0.0,0.0,0
20050111:0600,0.0,0.0,0.0,0.0,0.0,0
20050111:0700,89.08869622090474,0.0,0.0,0.0,0.0,0
20050111:0800,377.5413779847186,0.0,0.0,0.0,0.0,0
20050111:0900,649.5208133634826,0.0,0.0,0.0,0.0,0
20050111:1000,779.2051460151122,0.0,0.0,0.0,0.0,0
